Stimuli,Dosage ,Time point,Cell line,Experiment Type,lncRNA name as in article,NCBI_Gene_symbol,Ensembl_id,Foldchange,Expression,PubMed_ID,Reference
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,RNA-Seq,HCG27,HCG27,ENSG00000206344,2.2872689,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,RNA-Seq,LOC100130691,LOC100130691,ENSG00000213963,2.0804164,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,LOC340357,LOC340357,ENSG00000254813,3.0209157,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,LOC442028,LOC442028,ENSG00000259848,2.163028,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,RNA-Seq,MALAT1,MALAT1,ENSG00000251562,2.0402632,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,MGC16275,MGC16275,ENSG00000246731,2.2312698,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,RNA-Seq,MIR17HG,MIR17HG,ENSG00000215417,2.997594,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,RNA-Seq,MIR17HG,MIR17HG,ENSG00000215417,2.5827105,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,qPCR,NEAT1,NEAT1,ENSG00000245532,4.3384376,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RPPH1,RPPH1,ENSG00000277209,14.759458,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,SCARNA14,SCARNA14,ENSG00000252712,3.312303,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,SCARNA16,SCARNA16,ENSG00000275143,2.1229706,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,SCARNA18,SCARNA18,ENSG00000238835,5.0105443,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,SCARNA20,SCARNA20,ENSG00000252577,2.4753711,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,SCARNA21,SCARNA21,ENSG00000252835,2.2946494,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,SCARNA23,SCARNA23,ENSG00000251869,2.3324955,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,SCARNA4,SCARNA4,ENSG00000281394,2.5271597,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,SCARNA5,SCARNA5,ENSG00000252010,2.598048,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,RNA-Seq,SNHG1,SNHG1,ENSG00000255717,2.0873523,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,RNA-Seq,SNHG10,SNHG10,ENSG00000247092,2.8451052,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,RNA-Seq,SNHG12,SNHG12,ENSG00000197989,2.0536454,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,XIST,XIST,ENSG00000229807,9.285498,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-797H7.5,,ENSG00000189316,2.3983195,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-375H19.2,FAM78B-AS1,ENSG00000203307,3.6749356,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,GS1-179L18.1,LINC01446,ENSG00000205628,2.8784125,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-54O7.2,,ENSG00000241180,2.0626533,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-184I16.2,KDM4A-AS1,ENSG00000236200,2.0791476,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,LRRC37B2,LRRC37BP1,,2.0309541,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AC021016.8,CATIP-AS2,ENSG00000237281,2.212781,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-112L6.4,LINC01273,ENSG00000231742,2.050276,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP4-737E23.2,,ENSG00000230387,2.0773733,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,CTC-338M12.9,,ENSG00000248103,5.261115,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP5-1114G22.2,,ENSG00000230687,2.213631,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-484H12.3,LINC00388,ENSG00000229788,2.4093697,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-316M1.3,,ENSG00000231073,3.679408,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AC011901.2,,ENSG00000224612,2.6796858,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,NCRNA00219,EPB41L4A-AS1,ENSG00000224032,2.2277792,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AC064834.1,,ENSG00000271893,2.7913256,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AP000473.5,MIR99AHG,ENSG00000215386,7.9690495,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AC073316.2,,ENSG00000231892,4.052054,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-264A11.1,,ENSG00000236958,3.1941588,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AC098973.2,LINC01980,ENSG00000225548,4.0657496,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-224O19.2,TGFB2-AS1,ENSG00000232480,2.45885,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AC017076.5,NRIR,ENSG00000225964,2.4780347,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AC005104.3,,ENSG00000223374,2.2395961,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-334J6.6,,ENSG00000230289,2.5610886,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AC003092.1,,ENSG00000236453,3.5842376,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AC008937.2,,ENSG00000237705,2.9890382,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AC091729.8,,ENSG00000226291,3.8324494,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-372H2.1,,ENSG00000233919,3.8857288,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP5-1010E17.1,LINC01440,ENSG00000235166,2.23057,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AP001042.1,,ENSG00000229986,4.2659326,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AC009336.23,HAGLR,ENSG00000224189,2.1193473,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-3L8.3,LURAP1L-AS1,ENSG00000235448,2.0318255,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP3-437I16.1,LINC01756,ENSG00000230523,5.873126,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AC016747.3,,ENSG00000273302,2.3446321,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-764K9.1,,ENSG00000225411,3.2677524,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AC002429.5,PPP1R9A-AS1,ENSG00000236197,4.3543057,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP3-340N1.2,,ENSG00000227066,2.0267704,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-375H17.1,,ENSG00000226169,2.2540429,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP4-803J11.2,,ENSG00000237481,2.6418777,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AC079163.1,,ENSG00000226218,3.166168,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AC051649.6,LINC01219,ENSG00000232987,2.8831065,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AC006369.2,,ENSG00000236213,38.31902,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-459P23.1,LINC00402,ENSG00000235532,16.5038,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,Z82214.2,SCUBE1-AS2 ,ENSG00000236272,2.0173476,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AP000221.1,,ENSG00000229962,2.3159401,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AC122136.1,LINC00607,ENSG00000227824,2.553435,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-109P14.10,,ENSG00000230955,2.08314,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-89N17.4,,ENSG00000236494,4.135398,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AC009404.2,,ENSG00000236255,3.8494277,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-313D6.4,PDCD4-AS1,ENSG00000203497,3.29172,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-235G24.3,,ENSG00000233342,10.524192,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-789C2.1,,ENSG00000251598,3.66194,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-452J13.1,LINC01031,ENSG00000232077,4.2403007,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP1-251M9.2,,ENSG00000231496,2.2320364,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP5-1099E6.3,USH2A-AS1,ENSG00000236292,4.116426,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP3-348I23.2,,ENSG00000233848,2.0027008,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,CTC-431G16.2,,ENSG00000250258,2.1183572,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AC106870.1,,ENSG00000230737,2.4961588,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,CDKN2BAS,CDKN2B-AS1,ENSG00000240498,3.7543027,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-575L7.4,,ENSG00000231616,2.0238123,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-442J17.3,,ENSG00000231358,2.5801015,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP4-677H15.4,,ENSG00000228988,2.8307614,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AC004920.3,,ENSG00000236046,2.2838943,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-523O18.1,,ENSG00000226576,2.2600107,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-509J21.1,RFX3-AS1,ENSG00000232104,2.196999,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AC007362.3,,ENSG00000225216,2.1319697,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP1-45I4.2,,ENSG00000225752,3.252456,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP1-288L1.5,,ENSG00000234891,2.120317,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-125B21.2,VLDLR-AS1,ENSG00000236404,3.2658737,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,CTA-250D10.19,,ENSG00000224883,2.576783,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP1-272L16.1,,ENSG00000224260,2.020759,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-112J3.15,,ENSG00000228843,2.3316584,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AC023469.2,,ENSG00000228064,2.5754998,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-253D19.2,,ENSG00000230298,3.4395819,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AC012314.20,,ENSG00000223660,2.1085024,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AC093390.1,,ENSG00000232057,12.677421,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-359N11.2,LINC01108,ENSG00000226673,4.2989984,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-497D6.4,STXBP5-AS1,ENSG00000233452,2.3408432,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AC007403.3,,ENSG00000223859,2.0872006,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP1-309H15.2,,ENSG00000228772,4.313908,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AC079779.4,,ENSG00000277997,2.6815977,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-196I18.4,,ENSG00000226047,2.9976814,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-536O18.1,,ENSG00000226197,2.2810652,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-495P10.6,LINC01731,ENSG00000234283,2.1069982,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-18B16.2,,ENSG00000227482,3.2304204,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AL844908.5,ITGB2-AS1,ENSG00000227039,2.318223,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-553K8.2,,ENSG00000223881,3.4558613,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-354K1.1,LINC01693,ENSG00000227764,4.3203006,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-35L17.3,,ENSG00000231979,2.0837169,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP13-766D20.2,,ENSG00000229848,2.1908689,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-125I23.3,LINC01079,ENSG00000229609,2.0595849,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AC074011.2,,ENSG00000230730,2.4755087,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AC012457.2,LINC01381,ENSG00000230452,2.0314267,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-219F10.1,,ENSG00000233258,2.796407,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-415J8.5,PHC2-AS1,ENSG00000233246,2.1077776,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-569G13.2,,ENSG00000237212,2.0428865,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-30O15.1,,ENSG00000224049,3.0518327,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-255A11.21,CYP4F26P,ENSG00000226562,2.161497,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-383B4.4,,ENSG00000225527,2.0175004,Upregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP5-843L14.1,LINC01716,ENSG00000225657,2.4029694,Upregulation,23220233,Table S3
