level_0,index,Accession,Checked,Protein FDR Confidence: Combined,Master,Unique Sequence ID,Protein Group IDs,Description,Exp. q-value: Combined,Sum PEP Score,# Decoy Protein: Combined,Coverage [%],# Peptides,# PSMs,# Protein Unique Peptides,# Unique Peptides,# Protein Groups,# AAs,MW [kDa],calc. pI,Score Mascot: Mascot,Score Sequest HT: Sequest HT,Coverage [%] (by Search Engine): Mascot,Coverage [%] (by Search Engine): Sequest HT,# PSMs (by Search Engine): Mascot,# PSMs (by Search Engine): Sequest HT,# Peptides (by Search Engine): Mascot,# Peptides (by Search Engine): Sequest HT,# Razor Peptides,Abundances (by Bio. Rep.): Cntrol 1,Abundances (by Bio. Rep.): Cntrol 2,Abundances (by Bio. Rep.): Cntrol 3,Abundances (by Bio. Rep.): Sample- A1,Abundances (by Bio. Rep.): Sample- A2,Abundances (by Bio. Rep.): Sample- A3,Abundances (by Bio. Rep.): Sample- B1,Abundances (by Bio. Rep.): Sample- B2,Abundances (by Bio. Rep.): Sample- B3,Abundances (by Bio. Rep.): Sample- C1,Abundances (by Bio. Rep.): Sample- C2,Abundances (by Bio. Rep.): Sample- C3,normalized Abundances (by Bio. Rep.): Cntrol 1,normalized Abundances (by Bio. Rep.): Cntrol 2,normalized Abundances (by Bio. Rep.): Cntrol 3,normalized Abundances (by Bio. Rep.): Sample- B1,normalized Abundances (by Bio. Rep.): Sample- B2,normalized Abundances (by Bio. Rep.): Sample- B3,normalized Abundances (by Bio. Rep.): Sample- A1,normalized Abundances (by Bio. Rep.): Sample- A2,normalized Abundances (by Bio. Rep.): Sample- A3,normalized Abundances (by Bio. Rep.): Sample- C1,normalized Abundances (by Bio. Rep.): Sample- C2,normalized Abundances (by Bio. Rep.): Sample- C3
138,138,NP_005498.1,False,High,Master Protein,-1538896593466497280,1789,CFL1#1072#cofilin-1 [Homo sapiens],0,240.908,0,80,19,929,14,14,1,166,18.5,8.09,4573,1376.12,80,69,458,471,18,13,6,20049.9,24535.2,22095.3,20487.4,25034.8,22507.3,18823.0,22886.1,20513.3,17981.1,22218.0,19860.2,18943.51348459672,21705.651928630596,20389.05340984717,18438.300096673443,21290.804918959,18964.868349943852,20031.69075748766,22932.607997218358,21198.91382145794,17981.1,20612.743631881676,18660.772834809486
139,139,NP_006420.1,False,High,Master Protein,-8012908085941337088,277,CCT7#10574#T-complex protein 1 subunit eta isoform a [Homo sapiens],0,237.581,0,69,31,343,2,31,1,543,59.3,7.65,1774,518.94,69,67,171,172,31,27,0,5071.6,5988.8,6082.0,5114.7,6138.2,6064.5,4776.7,5705.5,5612.0,4512.1,5397.3,5345.0,4791.740756237224,5298.135261590813,5612.334878399048,4679.074965296713,5307.793266005155,5188.382229084784,5000.9317296153795,5622.7704798331015,5711.96069143041,4512.1,5007.343649489377,5022.196695000892
140,140,NP_036611.2,False,High,Master Protein,623640857413414400,2307,YWHAG#7532#14-3-3 protein gamma [Homo sapiens],0,237.533,0,67,19,850,13,13,1,247,28.3,4.89,4331,1262.49,67,63,392,458,19,17,5,10735.5,10298.8,6876.8,10407.2,10145.8,6584.7,9517.0,9350.9,5977.3,9418.4,9327.4,6156.9,10143.097422624955,9111.079921198147,6345.758712886316,9322.493864954638,8699.08755605777,5526.107822150478,10175.708584365297,9293.849130737133,6201.920614207573,9418.4,8653.492886489024,5785.063205135825
141,141,NP_001264153.1,False,High,Master Protein,8924843221648919552,4297,TAGLN2#8407#transgelin-2 isoform a [Homo sapiens],0,237.212,0,76,15,511,0,14,1,220,24.4,8.25,2981,863.88,76,76,213,298,15,14,1,8519.1,9383.3,9980.5,8030.0,8769.0,9286.0,7908.9,8540.9,9020.7,7718.5,8372.3,8904.9,8049.002026275837,8301.160933757192,9209.784323226191,7747.259822269595,7945.549295525971,8339.778968978104,7851.385572724012,8032.660118219749,8746.189624968718,7718.5,7767.399113745744,8367.10184271533
142,142,NP_001091974.1,False,High,Master Protein,-4234591865668602880,1155,DDX17#10521#probable ATP-dependent RNA helicase DDX17 isoform 3 [Homo sapiens],0,236.832,0,44,32,532,0,24,1,731,80.4,8.37,3070,774.14,44,44,260,272,32,32,7,6837.8,7477.0,8431.4,7123.9,8030.6,8993.7,7119.4,7942.4,8638.3,6994.6,7993.4,8738.8,6460.478930317629,6614.7070115740225,7780.309157141356,6973.89543156016,7388.768247466364,7986.244157074677,6965.440309032202,7356.264151599444,8470.88150227021,6994.6,7415.87473881911,8211.033204541402
143,143,XP_016865310.1,False,High,Master Protein,-1037081558044957952,1902,VDAC1#7416#voltage-dependent anion-selective channel protein 1 isoform X1 [Homo sapiens],0,236.551,0,87,21,1304,20,20,1,283,30.8,8.54,6564,1866.83,87,82,585,719,21,19,2,18712.8,17152.6,18286.1,19100.0,17853.4,19155.0,20731.8,19382.1,20862.0,20966.1,19804.7,21488.0,17680.19686554853,15174.458136515257,16874.00802694719,20308.088505775617,18031.05422154737,19287.246982032568,18675.151237737064,16354.235848400556,18041.488505952595,20966.1,18373.80519427163,20190.26428104381
144,144,NP_003741.1,False,High,Master Protein,6102726942936218624,3647,EIF3A#8661#eukaryotic translation initiation factor 3 subunit A [Homo sapiens],0,235.486,0,25,30,388,30,30,1,1382,166.5,6.79,2117,611.25,24,24,187,201,29,28,0,4593.5,5199.5,7224.9,4450.3,4949.2,7091.7,4130.6,4559.5,6550.1,4118.9,4548.4,6379.8,4340.023101935422,4599.862124739753,6666.977682167918,4046.17980020822,4241.676171474981,6055.670427428412,4351.310238392736,4533.611752433936,6679.447874584392,4118.9,4219.7768986970295,5994.501492004993
145,145,XP_006713191.1,False,High,Master Protein,5790253934220922880,3568,IMPDH2#3615#inosine-5'-monophosphate dehydrogenase 2 isoform X1 [Homo sapiens],0,235.375,0,52,26,309,0,23,1,608,66.1,8.5,1810,530.88,52,49,150,159,26,23,3,4222.2,5323.0,5616.8,4427.1,5775.8,6026.6,4137.4,5428.0,5687.9,3790.9,4901.6,5087.0,3989.2120476742657,4709.119355705299,5183.058622984507,4052.8408234594217,5049.636639711854,5258.552972346996,4328.6262850568455,5290.8014951321275,5676.263880447607,3790.9,4547.458105411433,4779.778220293646
146,146,NP_006383.2,False,High,Master Protein,4936048942270731264,3365,NOP56#10528#nucleolar protein 56 [Homo sapiens],0,234.771,0,61,27,405,27,27,1,594,66.0,9.19,2557,655.71,61,54,206,199,27,24,0,6548.0,5965.5,5849.0,6897.9,6227.3,6225.6,7355.9,6824.4,6437.4,7109.4,6641.7,6452.3,6186.670571780373,5277.5223589066245,5397.327639552126,7205.561901988002,6348.699389102721,5951.477505614824,6744.467315329135,5704.388682197497,5863.695684816418,7109.4,6161.835420824041,6062.6229626107115
147,147,NP_002878.2,False,High,Master Protein,1734790582977372160,2589,"RARS1#5917#arginine--tRNA ligase, cytoplasmic [Homo sapiens]",0,232.408,0,48,32,369,32,32,1,660,75.3,6.68,1924,502.87,43,48,182,187,30,30,0,8565.0,8484.3,5988.2,8613.9,8433.8,6025.7,8251.1,7938.5,5693.1,7902.8,7614.5,5423.4,8092.369188652855,7505.839066242808,5525.778316150801,8082.466021763919,7385.140100286026,5263.360454098822,8422.297656897554,7725.607127955493,5675.416198920311,7902.8,7064.350363892476,5095.861843904178
148,148,NP_005403.2,False,High,Master Protein,-4630001761870027776,1063,"SHMT2#6472#serine hydroxymethyltransferase, mitochondrial isoform 1 precursor [Homo sapiens]",0,230.6,0,58,23,682,0,22,1,504,56.0,8.53,4633,1161.6,58,58,327,355,23,23,1,6292.9,6332.9,8155.0,6282.0,6349.8,8320.5,6613.4,6730.7,8722.4,6731.5,7013.6,8944.6,5945.647410072802,5602.551562604939,7525.253359642261,6478.236936691289,6261.530827359722,8063.9959292532285,6142.267019657813,5816.602260083449,7836.815719852705,6731.5,6506.865547599484,8404.40422041253
149,149,NP_055752.1,False,High,Master Protein,-4739744454313000960,1035,INPP5F#22876#phosphatidylinositide phosphatase SAC2 isoform 1 [Homo sapiens],0,228.585,0,35,31,277,0,31,1,1132,128.3,7.02,1089,432.1,35,33,131,146,31,29,0,3686.8,3938.8,6089.7,3554.3,3736.9,5982.4,3836.1,4162.4,6472.0,3806.9,4138.9,6416.1,3483.3563017776237,3484.5536949562343,5619.440267837336,3757.6987196965943,3872.2563649846384,5983.465749578889,3475.240316454913,3423.1095445062588,5634.6332987737305,3806.9,3839.86338185233,6028.6092076324085
150,150,NP_001337407.1,False,High,Master Protein,-6936751801547794432,515,CAP1#10487#adenylyl cyclase-associated protein 1 isoform a [Homo sapiens],0,227.649,0,59,25,393,0,1,1,475,51.6,8.02,1997,566.81,59,59,189,204,25,22,0,43.8,229.8,413.9,34.1,208.8,380.4,42.4,203.9,378.6,41.1,182.8,344.2,41.38304383689376,203.29807025006158,381.9377517542528,41.533439095731495,189.68697694127616,350.021652161707,33.34150037732115,191.26689847009735,358.28672553716353,41.1,169.59265171968542,323.4125542412174
151,151,NP_038203.2,False,High,Master Protein,4804495115062908928,3326,"IARS1#3376#isoleucine--tRNA ligase, cytoplasmic isoform 1 [Homo sapiens]",0,225.937,0,32,33,336,33,33,1,1262,144.4,6.15,1335,457.49,32,32,162,174,33,31,0,5872.5,4978.3,6232.5,5738.9,4973.7,6335.0,5563.2,4812.8,6121.6,5301.6,4633.9,5855.8,5548.445774706817,4404.172250330207,5751.212944692875,5449.500669277676,4477.319679367209,5659.515440763616,5611.2474051439385,4556.054468011126,5966.73608380108,5301.6,4299.099501115154,5502.147690661594
152,152,NP_003277.1,False,High,Master Protein,9124965961007810560,4351,TOP1#7150#DNA topoisomerase 1 [Homo sapiens],0,225.761,0,45,36,512,32,36,1,765,90.7,9.31,1266,545.38,45,41,247,265,35,31,0,7124.0,8225.4,8121.2,7090.9,8189.9,7895.8,7478.1,8432.9,8109.6,7510.4,8526.6,8411.5,6730.8859427861,7276.796984485885,7494.06346834172,7325.264408061078,7845.077527455064,7497.452695115105,6933.174340925117,7502.1876043115435,7436.804225805299,7510.4,7910.550897992723,7903.5
153,153,NP_001307524.1,False,High,Master Protein,5335677543697524736,3472,DDX5#1655#probable ATP-dependent RNA helicase DDX5 isoform a [Homo sapiens],0,225.109,0,51,30,454,0,23,1,614,69.1,8.92,2639,645.39,51,51,224,230,30,29,0,5753.4,4706.0,6342.0,5691.5,4742.9,6278.1,5190.9,4395.1,5661.5,5373.1,4607.5,5906.0,5435.917908931154,4163.275537845038,5852.257119172436,5084.809646274354,4088.73581341149,5234.14575729927,5564.901741862853,4344.634926981918,5913.143773908692,5373.1,4274.606908087804,5549.315936515484
154,154,NP_002798.2,False,High,Master Protein,-4595887854081889792,1073,PSMD1#5707#26S proteasome non-ATPase regulatory subunit 1 isoform 1 [Homo sapiens],0,223.629,0,34,23,281,0,23,1,953,105.8,5.39,1863,456.62,32,32,134,147,22,22,0,2701.1,2671.6,3765.5,2720.7,2677.2,3826.0,2671.0,2589.9,3666.4,2509.5,2495.0,3570.8,2552.048851777026,2363.494884595581,3474.719990893064,2616.4107505825195,2409.368815989265,3389.644441325099,2660.1824069377603,2452.393393602225,3603.5883593722074,2509.5,2314.735591031811,3355.1468584675745
155,155,NP_006576.2,False,High,Master Protein,-1034815253104013440,1903,CCT8#10694#T-complex protein 1 subunit theta isoform 1 [Homo sapiens],0,222.382,0,60,31,379,1,31,1,548,59.6,5.6,2275,557.21,60,59,182,197,31,30,0,6198.6,7757.1,6841.6,6304.0,7798.4,6839.2,6061.1,7411.8,6431.8,5501.7,6833.8,6007.9,5856.551039437664,6862.504180751753,6313.276932596996,5937.224709979674,6895.154172110596,5946.300217574397,6163.7776650625365,7143.562169680111,6441.6261127596445,5501.7,6340.056145087452,5645.0618379599355
156,156,NP_002215.2,False,High,Master Protein,-2245217909650069248,1629,"ITPR3#3710#inositol 1,4,5-trisphosphate receptor type 3 [Homo sapiens]",0,220.021,0,24,42,184,0,37,1,2671,303.9,6.48,659,263.01,23,24,87,97,40,41,5,2744.9,3048.6,2919.6,2666.3,2935.2,2885.4,2834.9,3138.0,3000.3,2967.4,3201.1,3116.9,2593.43189561392,2697.0169580693546,2694.1422083153334,2776.9610021813496,2919.263038949115,2773.8245192307695,2606.9924473915357,2688.72892906815,2717.666976511387,2967.4,2969.819679539852,2928.6594721512215
157,157,NP_001524.2,False,High,Master Protein,2613471079569612288,2782,HNRNPL#3191#heterogeneous nuclear ribonucleoprotein L isoform a [Homo sapiens],0,219.41,0,75,24,442,0,23,1,589,64.1,8.22,1830,629.95,62,71,207,235,22,22,1,6029.8,7389.6,7356.9,6356.1,7936.9,8014.2,6647.3,8124.8,8394.5,6532.6,8018.1,8381.6,5697.065701545708,6537.386509659944,6788.784358252869,6511.444096723018,7558.45390020834,7760.847224171815,6214.718784407359,7270.432214881779,7548.321440062923,6532.6,7438.790157295458,7875.405765915711
158,158,NP_001609.2,False,High,Master Protein,-951770295276680192,1927,PARP1#142#poly [ADP-ribose] polymerase 1 [Homo sapiens],0,219.241,0,39,31,239,31,31,1,1014,113.0,8.88,1045,363.46,38,37,116,123,30,27,0,3827.0,4577.5,4228.3,3690.5,4586.5,4317.0,3667.7,4366.4,4159.9,3595.7,4243.8,4026.0,3615.8198347897815,4049.5949372047735,3901.7815794696967,3592.7404380050566,4062.036371340795,3845.8929498877037,3608.4107666423365,4201.367958970793,4066.0457259304285,3595.7,3937.184329146614,3782.855733222374
159,159,NP_005991.1,False,High,Master Protein,8957423501143175168,4306,TUBA4A#7277#tubulin alpha-4A chain isoform 1 [Homo sapiens],0,219.036,0,51,20,581,0,2,1,448,49.9,5.06,3737,972.71,51,51,245,336,20,20,0,1059.2,1175.4,1217.5,765.9,850.9,826.2,709.7,787.3,774.5,829.2,941.3,988.6,1000.7515989049743,1039.8457431328216,1123.4820313138507,695.1953237320907,732.4205833539319,716.0374263054464,748.8637870671631,779.449252433936,778.1716420578458,829.2,873.2908263880737,928.8949771146645
160,160,NP_004719.2,False,High,Master Protein,-7740854368523393024,334,DDX21#9188#nucleolar RNA helicase 2 isoform 1 [Homo sapiens],0,218.682,0,39,27,261,0,26,1,783,87.3,9.28,1216,400.82,39,37,122,139,27,25,1,3863.8,3523.4,2923.7,3897.7,3524.2,3124.2,4089.7,3736.4,3282.6,4002.5,3656.7,3194.7,3650.589150159592,3117.0601423806224,2697.92559749676,4006.1157044767237,3475.951057593841,3034.8153074115667,3811.001936090458,3228.270132127955,2942.5851417539598,4002.5,3392.502459208827,3001.7608571598403
161,161,NP_000405.1,False,High,Master Protein,-1088137077242897792,1886,HSD17B4#3295#peroxisomal multifunctional enzyme type 2 isoform 2 [Homo sapiens],0,218.058,0,54,28,222,3,28,1,736,79.6,8.84,1317,352.23,54,52,111,111,27,25,0,2965.2,3087.7,4257.0,3051.3,3116.3,4362.7,3231.8,3422.8,4613.4,3024.1,3238.5,4495.4,2801.575378656561,2731.6077089256532,3928.265303739682,3165.749256358138,3184.210812528691,4265.160829590118,2983.428741974194,2854.621818497914,4109.089110149798,3024.1,3004.517519661932,4223.907020150983
162,162,NP_006810.1,False,High,Master Protein,3930283768056647168,3099,STIP1#10963#stress-induced-phosphoprotein 1 isoform b [Homo sapiens],0,217.272,0,52,35,324,0,35,1,543,62.6,6.8,1276,414.66,52,49,163,161,35,29,0,7977.4,9604.0,7025.6,7773.2,9677.4,7073.3,7006.6,8694.5,6368.6,6946.7,8576.7,6352.3,7537.193924758819,8496.408471199267,6483.068056836624,6863.40081056963,8088.442476782371,5887.870823975296,7600.2976754543315,8864.78105006954,6662.117496693005,6946.7,7957.031159760536,5968.662313499376
163,163,NP_000959.2,False,High,Master Protein,-3970443704612931584,1212,RPL4#6124#60S ribosomal protein L4 [Homo sapiens],0,214.635,0,52,27,454,27,27,1,427,47.7,11.06,2056,683.42,52,42,241,213,27,19,0,11363.6,11159.7,12506.1,11847.3,11738.8,13237.8,11771.2,11474.6,12828.2,10937.6,10664.2,11958.5,10736.537829792831,9872.695711791177,11540.352058984929,11530.623072728175,10674.753239874288,11859.872578607525,11583.775877426298,10753.083657858135,12468.26502448965,10937.6,9893.708733419417,11236.284223979075
164,164,NP_705935.1,False,High,Master Protein,3390799830961536512,2967,TPM3#7170#tropomyosin alpha-3 chain isoform Tpm3.1cy [Homo sapiens],0,214.122,0,67,30,525,0,10,1,248,29.0,4.78,2461,605.06,67,51,296,229,29,18,22,12323.1,12333.6,11520.6,12130.7,11997.3,11148.5,11571.3,11646.2,10859.1,12411.5,12763.8,12148.3,11643.091038959486,10911.214444021582,10630.95448866887,11334.808580387686,10834.391715809174,10039.408671392477,11860.872100503508,10989.877207927677,10500.419452289872,12411.5,11841.612078882497,11414.62153599239
165,165,NP_001337414.1,False,High,Master Protein,5468726202432710656,3500,CAP1#10487#adenylyl cyclase-associated protein 1 isoform b [Homo sapiens],0,214.014,0,59,25,383,0,1,1,474,51.6,8.02,1968,540.17,59,59,188,195,25,22,26,6868.3,6751.0,5728.1,6602.5,6502.6,5460.3,6440.9,6407.0,5416.3,6300.3,6255.2,5287.0,6489.295890067065,5972.433734804898,5285.7637975925,6309.262449804174,5960.3946113916445,5007.4545023863,6455.63801294026,5956.5715229485395,5142.88382610561,6300.3,5803.260147904683,4967.699518516317
166,166,NP_004484.1,False,High,Master Protein,2921825731244054528,2851,HSD17B10#3028#3-hydroxyacyl-CoA dehydrogenase type-2 isoform 1 [Homo sapiens],0,210.402,0,72,13,354,3,13,1,261,26.9,7.78,2866,617.76,72,72,165,189,13,13,0,3545.1,4405.7,5429.6,3421.8,4456.1,5353.7,3568.3,4587.0,5760.1,3722.2,4700.8,5873.1,3349.4755412368054,3897.607955181446,5010.314609627667,3495.371951068366,4267.25926056711,5325.303007439641,3345.6875657219207,4081.9177503477054,5042.480658539202,3722.2,4361.1659584458275,5518.402882957856
167,167,NP_001317309.1,False,High,Master Protein,-7146574646182381568,455,DNM1L#10059#dynamin-1-like protein isoform 8 [Homo sapiens],0,208.487,0,50,25,353,0,25,1,712,79.6,7.08,2829,610.93,46,49,172,181,23,24,0,4983.7,4673.6,3535.3,4896.5,4657.3,3459.7,4586.7,4283.9,3302.1,4525.3,4216.0,3214.6,4708.691223057704,4134.612102352863,3262.296530023702,4492.9581391601805,3985.287104064408,3052.84336398091,4787.585237464897,4266.222826842837,3258.581977762683,4525.3,3911.3928864890245,3020.4590263329965
168,168,XP_011532966.1,False,High,Master Protein,-3236565185957520,2139,CANX#821#calnexin isoform X3 [Homo sapiens],0,207.257,0,41,27,553,0,27,1,646,73.4,4.65,2594,772.75,41,38,271,282,26,22,0,13773.1,13321.4,11447.8,13757.7,13535.3,11230.2,15180.0,14968.7,12394.9,15631.1,15235.0,12687.1,13013.077649998208,11785.095356958966,10563.77626125232,14869.754846066135,13925.294025212754,11459.279916479507,13451.682103843728,12398.730128650903,10577.37009760109,15631.1,14134.267226200258,11920.881513404269
169,169,NP_001290203.1,False,High,Master Protein,-6404819527966530560,636,ACLY#47#ATP-citrate synthase isoform 3 [Homo sapiens],0,207.115,0,34,30,255,0,30,1,1155,126.1,8.18,1461,407.26,34,31,123,132,30,28,0,4693.6,3951.4,4778.9,4619.8,3808.9,4873.3,4597.1,3808.5,4776.3,4666.5,3806.1,4641.3,4434.599419014717,3495.7005865365245,4409.863063199804,4503.145586485549,3543.0252657226592,4415.764440623246,4517.039983670036,3489.063647426982,4590.007096635802,4666.5,3531.1082697499705,4360.995607204422
170,170,XP_024307077.1,False,High,Master Protein,-3551355837434088960,1298,TRIM28#10155#transcription intermediary factor 1-beta isoform X1 [Homo sapiens],0,206.724,0,44,29,233,0,29,1,872,92.4,6.02,1041,309.87,42,40,115,118,28,25,0,3695.0,5027.1,4763.1,3683.1,4930.1,4912.6,3383.2,4915.6,4518.2,3574.7,4992.6,4658.7,3491.103812267636,4447.3443383554595,4395.283173183576,3314.0549799216697,4572.953917864331,4177.146932902864,3601.175367733475,4516.1155945758,4627.022523327733,3574.7,4631.883331376923,4377.344760149795
171,171,NP_061322.2,False,High,Master Protein,945585302651271040,2392,MATR3#9782#matrin-3 isoform a [Homo sapiens],0,206.661,0,36,27,328,14,27,1,847,94.6,6.25,1956,513.42,36,36,162,166,27,24,0,6256.5,7320.9,7153.8,6361.6,7369.7,7403.9,6464.5,7737.2,7560.8,6643.9,7837.9,7627.5,5911.256022043968,6476.609410329312,6601.368177094888,6332.380118734817,7197.871888131642,6990.078467153286,6220.09644575854,6750.860448539638,6973.499177719782,6643.9,7271.609654889071,7166.848510967128
172,172,NP_001311233.1,False,High,Master Protein,6874805978534967296,3812,RPN2#6185#dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2 isoform 7 precursor [Homo sapiens],0,205.534,0,48,20,562,0,20,1,647,71.1,5.97,5631,956.83,48,47,272,290,20,19,0,5157.3,5386.0,5484.7,5108.8,5267.6,5266.4,6024.2,6199.9,6049.0,5936.9,6145.1,6087.9,4872.7116890413745,4764.853813606753,5061.159669114642,5901.0788632194735,5767.730693174193,5592.39559938237,4995.162965620477,4825.27545201669,4960.255550391477,5936.9,5701.114901983801,5720.230357249004
173,173,NP_001073027.1,False,High,Master Protein,7978508680545557504,4076,HNRNPUL2#221092#heterogeneous nuclear ribonucleoprotein U-like protein 2 [Homo sapiens],0,205.361,0,39,25,290,25,25,1,747,85.1,4.91,1276,367.82,39,35,155,135,25,20,0,3322.2,4380.7,4595.0,3486.7,4585.7,4821.3,3751.4,4863.8,4977.7,3798.2,5021.3,5213.4,3138.8755304778183,3875.4911068078536,4240.164216745088,3674.729797729414,4524.764680956248,4601.961906934307,3409.143969665854,4200.635135605006,4541.029941725359,3798.2,4658.509748796808,4898.544480770373
174,174,XP_016876741.1,False,High,Master Protein,-2343158588114117632,1605,HNRNPC#3183#heterogeneous nuclear ribonucleoproteins C1/C2 isoform X2 [Homo sapiens],0,205.213,0,52,21,1041,3,3,1,293,32.3,5.08,5067,1403.56,52,49,510,531,21,18,20,17479.4,17340.5,19434.5,18513.5,19024.7,20603.1,18787.9,19616.5,20820.1,18909.9,19271.1,21150.4,16514.85790964842,15340.688368891178,17933.72610888627,18403.91746195033,18249.115170027188,19248.509773301517,18101.696986379324,17427.18085883171,19405.408083372065,18909.9,17878.757935203663,19873.05312964394
175,175,XP_005271170.1,False,High,Master Protein,1968544072233028608,2646,"SFPQ#6421#splicing factor, proline- and glutamine-rich isoform X1 [Homo sapiens]",0,204.49,0,42,25,444,4,24,1,707,76.1,9.44,2111,697.26,42,41,210,234,25,23,1,6016.0,7981.5,6212.6,6243.0,8231.0,6433.4,5958.0,8016.7,6128.2,6309.7,8519.0,6575.7,5684.027208282029,7061.025011753118,5732.84966549522,5836.231842744534,7457.889102722553,5665.617244525548,6104.134511894895,7539.83640472879,6059.415930785457,6309.7,7903.5,6178.5704036141
176,176,NP_002941.1,False,High,Master Protein,2564632356119292416,2773,RPN1#6184#dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 precursor [Homo sapiens],0,204.133,0,44,24,554,24,24,1,607,68.5,6.38,3336,870.25,44,44,266,288,24,24,0,8126.3,8218.0,9951.0,8059.7,8101.2,9629.9,8928.0,9131.8,10955.1,8898.4,8889.7,11082.2,7677.877377437209,7270.250397367303,9182.562376676902,8745.531703931387,8495.260108054661,10128.162180656935,7880.424944020388,7420.935813630042,9070.098155232206,8898.4,8247.416827092382,10412.907055816442
177,177,NP_001138303.1,False,High,Master Protein,-2500202292612526080,1556,PHB2#11331#prohibitin-2 isoform 1 [Homo sapiens],0,203.646,0,86,25,708,6,25,1,299,33.3,9.83,4320,1007.35,86,83,347,361,25,24,0,16764.5,18416.7,12529.8,17372.1,19152.1,13336.3,18562.5,19842.0,14577.0,19496.5,20336.0,14669.3,15839.407269488709,16292.774457677586,11562.22189400927,18183.12413241783,18458.896500582647,13476.665672375071,16985.685592517904,17543.8829798331,12561.039058310394,19496.5,18866.71862894706,13783.369500089162
178,178,NP_060117.3,False,High,Master Protein,-956583544951272832,1925,FTSJ3#117246#pre-rRNA 2'-O-ribose RNA methyltransferase FTSJ3 [Homo sapiens],0,200.871,0,36,23,320,12,23,1,847,96.5,8.4,2364,552.9,36,35,154,166,23,21,0,4209.6,3704.0,2741.6,4420.6,3835.8,2813.5,4406.3,3883.7,2874.6,4386.5,3943.2,2937.8,3977.307336433516,3276.8322550314538,2529.887751170475,4316.245110554757,3612.9833857127715,2657.6128930376194,4322.270867096359,3513.70483310153,2649.9466411640633,4386.5,3658.3027585397344,2760.3759495928193
179,179,XP_011529261.1,False,High,Master Protein,936244165258520960,2390,MSN#4478#moesin isoform X1 [Homo sapiens],0,199.934,0,48,31,426,0,21,1,610,71.3,6.06,2248,585.99,48,46,203,223,30,26,11,7082.0,8310.9,9616.7,7446.2,8574.0,9971.4,6295.8,7329.1,8602.5,6029.7,7082.4,8063.8,6691.2035719835985,7352.436605923572,8874.077741713272,6167.127968370433,6818.218846004449,7953.146494244807,7280.571264211399,7854.034422809457,9391.746201422902,6029.7,6570.694729428336,7576.798823039886
180,180,NP_976317.1,False,High,Master Protein,-2098807042560158720,1661,RNH1#6050#ribonuclease inhibitor [Homo sapiens],0,199.715,0,72,19,260,19,19,1,461,49.9,4.82,1897,494.27,72,68,121,139,19,18,0,2532.4,2698.4,2440.6,2512.8,2643.7,2355.6,2461.5,2562.4,2329.8,2343.8,2425.2,2180.8,2392.6579957203144,2387.2041460520722,2252.1316185828205,2411.1924607109218,2383.785726897136,2153.9367279618195,2456.9068078631253,2421.7064151599443,2218.6651174430663,2343.8,2249.9786594670736,2049.0938358200083
181,181,NP_002769.1,False,High,Master Protein,8387303708123169792,4172,PSAP#5660#prosaposin isoform a preproprotein [Homo sapiens],0,199.086,0,51,20,608,1,20,1,524,58.1,5.17,3039,911.24,48,50,285,323,19,19,0,9813.8,11279.7,11677.8,8142.5,8797.4,9469.5,8570.8,9534.8,10167.9,12770.2,13364.6,14603.8,9272.258347180546,9978.85658398442,10776.015166551857,8395.632070794705,8870.168650022952,9400.383404688379,7961.383191270892,8058.675347705145,8919.022469700763,12770.2,12399.004120201902,13721.825274921239
182,182,NP_001347.3,False,High,Master Protein,-7722253779426460672,336,DDX3X#1654#ATP-dependent RNA helicase DDX3X isoform 1 [Homo sapiens],0,198.336,0,59,28,369,0,27,1,662,73.2,7.18,2694,550.56,56,53,186,183,27,26,0,6390.6,6283.2,6476.2,6350.7,6251.6,6554.3,6009.2,6073.9,6373.9,6344.9,6253.0,6535.9,6037.95616310624,5558.583268038237,5976.093906525471,5886.385429577115,5650.513630424802,5892.77075729927,6209.438898717108,5726.648191933241,6173.287815952237,6344.9,5801.219098485738,6141.174065267788
183,183,NP_057018.1,False,High,Master Protein,-6811152372553307136,534,NOP58#51602#nucleolar protein 58 [Homo sapiens],0,197.886,0,50,20,367,20,20,1,529,59.5,8.92,1872,544.51,50,40,180,187,20,16,0,5402.8,6014.2,4820.0,6013.0,6510.7,5172.4,6410.4,7046.2,5400.4,6385.4,6914.9,5469.9,5104.664594565516,5320.605979538383,4447.789232798982,6279.385801398046,6555.0386313076015,4992.754702414374,5879.250491754605,5963.991359527121,4871.719924207215,6385.4,6415.296648667684,5139.55354574095
184,184,NP_001290453.1,False,High,Master Protein,-1437686464987713792,1810,TUBB6#84617#tubulin beta-6 chain isoform 1 [Homo sapiens],0,197.404,0,54,18,516,0,4,1,446,49.8,4.88,1881,751.79,54,54,257,259,18,17,1,279.6,236.5,334.7,278.8,207.8,307.3,264.9,175.4,313.6,266.0,201.7,319.9,264.17121134236294,209.22538561418435,308.853746103282,259.48603812403945,163.1735937003425,289.9281302638967,272.5985426744028,190.3508692628651,289.43614815344466,266.0,187.12712172790233,300.5801165071628
