level_0,index,Accession,Checked,Protein FDR Confidence: Combined,Master,Unique Sequence ID,Protein Group IDs,Description,Exp. q-value: Combined,Sum PEP Score,# Decoy Protein: Combined,Coverage [%],# Peptides,# PSMs,# Protein Unique Peptides,# Unique Peptides,# Protein Groups,# AAs,MW [kDa],calc. pI,Score Mascot: Mascot,Score Sequest HT: Sequest HT,Coverage [%] (by Search Engine): Mascot,Coverage [%] (by Search Engine): Sequest HT,# PSMs (by Search Engine): Mascot,# PSMs (by Search Engine): Sequest HT,# Peptides (by Search Engine): Mascot,# Peptides (by Search Engine): Sequest HT,# Razor Peptides,Abundances (by Bio. Rep.): Cntrol 1,Abundances (by Bio. Rep.): Cntrol 2,Abundances (by Bio. Rep.): Cntrol 3,Abundances (by Bio. Rep.): Sample- A1,Abundances (by Bio. Rep.): Sample- A2,Abundances (by Bio. Rep.): Sample- A3,Abundances (by Bio. Rep.): Sample- B1,Abundances (by Bio. Rep.): Sample- B2,Abundances (by Bio. Rep.): Sample- B3,Abundances (by Bio. Rep.): Sample- C1,Abundances (by Bio. Rep.): Sample- C2,Abundances (by Bio. Rep.): Sample- C3,normalized Abundances (by Bio. Rep.): Cntrol 1,normalized Abundances (by Bio. Rep.): Cntrol 2,normalized Abundances (by Bio. Rep.): Cntrol 3,normalized Abundances (by Bio. Rep.): Sample- A1,normalized Abundances (by Bio. Rep.): Sample- A2,normalized Abundances (by Bio. Rep.): Sample- A3,normalized Abundances (by Bio. Rep.): Sample- B1,normalized Abundances (by Bio. Rep.): Sample- B2,normalized Abundances (by Bio. Rep.): Sample- B3,normalized Abundances (by Bio. Rep.): Sample- C1,normalized Abundances (by Bio. Rep.): Sample- C2,normalized Abundances (by Bio. Rep.): Sample- C3
138,138,NP_005498.1,False,High,Master Protein,-1538896593466497280,1789,CFL1#1072#cofilin-1 [Homo sapiens],0,240.908,0,80,19,929,14,14,1,166,18.5,8.09,4573,1376.12,80,69,458,471,18,13,6,20049.9,24535.2,22095.3,20487.4,25034.8,22507.3,18823.0,22886.1,20513.3,17981.1,22218.0,19860.2,19331.065797960557,23477.920580804974,21875.302946109307,20185.443239400436,24323.239297883098,22507.3,18276.204366219266,22035.273349555056,20419.687183293754,17358.231770802482,21284.46765461785,19667.258040791574
139,139,NP_006420.1,False,High,Master Protein,-8012908085941337088,277,CCT7#10574#T-complex protein 1 subunit eta isoform a [Homo sapiens],0,237.581,0,69,31,343,2,31,1,543,59.3,7.65,1774,518.94,69,67,171,172,31,27,0,5071.6,5988.8,6082.0,5114.7,6138.2,6064.5,4776.7,5705.5,5612.0,4512.1,5397.3,5345.0,4889.771684693527,5730.728535912682,6021.443135790725,5039.3161912473715,5963.734779517553,6064.5,4637.940041232511,5493.389091889242,5586.389536186014,4355.800121963501,5170.521976427623,5293.073293724684
140,140,NP_036611.2,False,High,Master Protein,623640857413414400,2307,YWHAG#7532#14-3-3 protein gamma [Homo sapiens],0,237.533,0,67,19,850,13,13,1,247,28.3,4.89,4331,1262.49,67,63,392,458,19,17,5,10735.5,10298.8,6876.8,10407.2,10145.8,6584.7,9517.0,9350.9,5977.3,9418.4,9327.4,6156.9,10350.608076549286,9855.000508558896,6808.3295225593,10253.81184928728,9857.4273119203,6584.7,9240.537478261103,9003.26563129386,5950.022483008671,9092.145091797838,8935.49120540474,6097.085680473995
141,141,NP_001264153.1,False,High,Master Protein,8924843221648919552,4297,TAGLN2#8407#transgelin-2 isoform a [Homo sapiens],0,237.212,0,76,15,511,0,14,1,220,24.4,8.25,2981,863.88,76,76,213,298,15,14,1,8519.1,9383.3,9980.5,8030.0,8769.0,9286.0,7908.9,8540.9,9020.7,7718.5,8372.3,8904.9,8213.671022768482,8978.951554740426,9881.12680315017,7911.648584612273,8519.759910330296,9286.0,7679.151713966506,8223.3786512868,8979.533871894722,7451.1299043406125,8020.521583614952,8818.388844394562
142,142,NP_001091974.1,False,High,Master Protein,-4234591865668602880,1155,DDX17#10521#probable ATP-dependent RNA helicase DDX17 isoform 3 [Homo sapiens],0,236.832,0,44,32,532,0,24,1,731,80.4,8.37,3070,774.14,44,44,260,272,32,32,7,6837.8,7477.0,8431.4,7123.9,8030.6,8993.7,7119.4,7942.4,8638.3,6994.6,7993.4,8738.8,6592.64942534849,7154.798501038458,8347.450781832607,7018.903281683608,7802.3473527082315,8993.7,6912.586163994126,7647.12882717047,8598.878961232294,6752.30591810596,7657.541801711329,8653.902506866467
143,143,XP_016865310.1,False,High,Master Protein,-1037081558044957952,1902,VDAC1#7416#voltage-dependent anion-selective channel protein 1 isoform X1 [Homo sapiens],0,236.551,0,87,21,1304,20,20,1,283,30.8,8.54,6564,1866.83,87,82,585,719,21,19,2,18712.8,17152.6,18286.1,19100.0,17853.4,19155.0,20731.8,19382.1,20862.0,20966.1,19804.7,21488.0,18041.903853090353,16413.45416195162,18104.030142285887,18818.491652066554,17345.95524952571,19155.0,20129.55499546218,18661.540043450437,20766.795884517574,20239.830885197345,18972.56713292871,21279.243954266793
144,144,NP_003741.1,False,High,Master Protein,6102726942936218624,3647,EIF3A#8661#eukaryotic translation initiation factor 3 subunit A [Homo sapiens],0,235.486,0,25,30,388,30,30,1,1382,166.5,6.79,2117,611.25,24,24,187,201,29,28,0,4593.5,5199.5,7224.9,4450.3,4949.2,7091.7,4130.6,4559.5,6550.1,4118.9,4548.4,6379.8,4428.812649585873,4975.441327557773,7152.963582994806,4384.708554931507,4808.529564169997,7091.7,4010.6088166129366,4389.993438694068,6520.208499816823,3976.220633929979,4357.2901557414625,6317.820205669736
145,145,XP_006713191.1,False,High,Master Protein,5790253934220922880,3568,IMPDH2#3615#inosine-5'-monophosphate dehydrogenase 2 isoform X1 [Homo sapiens],0,235.375,0,52,26,309,0,23,1,608,66.1,8.5,1810,530.88,52,49,150,159,26,23,3,4222.2,5323.0,5616.8,4427.1,5775.8,6026.6,4137.4,5428.0,5687.9,3790.9,4901.6,5087.0,4070.8245932473005,5093.619422365617,5560.8750090610565,4361.850491772976,5611.635225235002,6026.6,4017.2112811345473,5226.205589479416,5661.943165159021,3659.5826072896066,4695.649772971233,5037.579765234325
146,146,NP_006383.2,False,High,Master Protein,4936048942270731264,3365,NOP56#10528#nucleolar protein 56 [Homo sapiens],0,234.771,0,61,27,405,27,27,1,594,66.0,9.19,2557,655.71,61,54,206,199,27,24,0,6548.0,5965.5,5849.0,6897.9,6227.3,6225.6,7355.9,6824.4,6437.4,7109.4,6641.7,6452.3,6313.239409924524,5708.432587661485,5790.763055120018,6796.234218156538,6050.302302383379,6225.6,7142.21599625311,6570.6922300743045,6408.022808311448,6863.1292274300895,6362.63609783398,6389.615867745515
147,147,NP_002878.2,False,High,Master Protein,1734790582977372160,2589,"RARS1#5917#arginine--tRNA ligase, cytoplasmic [Homo sapiens]",0,232.408,0,48,32,369,32,32,1,660,75.3,6.68,1924,502.87,43,48,182,187,30,30,0,8565.0,8484.3,5988.2,8613.9,8433.8,6025.7,8251.1,7938.5,5693.1,7902.8,7614.5,5423.4,8257.925404093394,8118.691577151342,5928.577077563634,8486.942682813407,8194.087254161666,6025.7,8011.41103150995,7643.373815785251,5667.119434864682,7629.045722358359,7294.562019807706,5370.71163726594
148,148,NP_005403.2,False,High,Master Protein,-4630001761870027776,1063,"SHMT2#6472#serine hydroxymethyltransferase, mitochondrial isoform 1 precursor [Homo sapiens]",0,230.6,0,58,23,682,0,22,1,504,56.0,8.53,4633,1161.6,58,58,327,355,23,23,1,6292.9,6332.9,8155.0,6282.0,6349.8,8320.5,6613.4,6730.7,8722.4,6731.5,7013.6,8944.6,6067.285321123096,6060.0004583691925,8073.802823474739,6189.41175697812,6169.320501609684,8320.5,6421.285127533044,6480.475674485833,8682.595169356537,6498.319744907538,6718.909998308927,8857.703158662265
149,149,NP_055752.1,False,High,Master Protein,-4739744454313000960,1035,INPP5F#22876#phosphatidylinositide phosphatase SAC2 isoform 1 [Homo sapiens],0,228.585,0,35,31,277,0,31,1,1132,128.3,7.02,1089,432.1,35,33,131,146,31,29,0,3686.8,3938.8,6089.7,3554.3,3736.9,5982.4,3836.1,4162.4,6472.0,3806.9,4138.9,6416.1,3554.6198925641015,3769.067852867498,6029.06646892877,3501.914391567547,3630.686601541029,5982.4,3724.663845787267,4007.6562538041853,6442.464910583728,3675.028364686698,3964.996092163912,6353.767550957333
150,150,NP_001337407.1,False,High,Master Protein,-6936751801547794432,515,CAP1#10487#adenylyl cyclase-associated protein 1 isoform a [Homo sapiens],0,227.649,0,59,25,393,0,1,1,475,51.6,8.02,1997,566.81,59,59,189,204,25,22,0,43.8,229.8,413.9,34.1,208.8,380.4,42.4,203.9,378.6,41.1,182.8,344.2,42.22967106821841,219.8973780311138,409.778907251526,33.59741179766856,202.86530610981478,380.4,41.16830819357684,196.3196978067157,376.8722520313658,39.676289313778476,175.1193035945694,340.85609498597495
151,151,NP_038203.2,False,High,Master Protein,4804495115062908928,3326,"IARS1#3376#isoleucine--tRNA ligase, cytoplasmic isoform 1 [Homo sapiens]",0,225.937,0,32,33,336,33,33,1,1262,144.4,6.15,1335,457.49,32,32,162,174,33,31,0,5872.5,4978.3,6232.5,5738.9,4973.7,6335.0,5563.2,4812.8,6121.6,5301.6,4633.9,5855.8,5661.957610687502,4763.773355318946,6170.444647125238,5654.316321573023,4832.333204015257,6335.0,5401.592739210063,4633.876614046892,6093.663967340753,5117.951713526229,4439.197707477434,5798.910868735828
152,152,NP_003277.1,False,High,Master Protein,9124965961007810560,4351,TOP1#7150#DNA topoisomerase 1 [Homo sapiens],0,225.761,0,45,36,512,32,36,1,765,90.7,9.31,1266,545.38,45,41,247,265,35,31,0,7124.0,8225.4,8121.2,7090.9,8189.9,7895.8,7478.1,8432.9,8109.6,7510.4,8526.6,8411.5,6868.588508903835,7870.9481864974905,8040.339361128516,6986.389657363284,7957.119590559253,7895.8,7260.866167509127,8119.39372061919,8072.591693274074,7250.238522194692,8168.338369964198,8329.782228281605
153,153,NP_001307524.1,False,High,Master Protein,5335677543697524736,3472,DDX5#1655#probable ATP-dependent RNA helicase DDX5 isoform a [Homo sapiens],0,225.109,0,51,30,454,0,23,1,614,69.1,8.92,2639,645.39,51,51,224,230,30,29,0,5753.4,4706.0,6342.0,5691.5,4742.9,6278.1,5190.9,4395.1,5661.5,5373.1,4607.5,5906.0,5547.127614700634,4503.207402151529,6278.854384607823,5607.614933912921,4608.093200901535,6278.1,5040.107806651839,4231.705266455598,5635.6636420379755,5186.97494189448,4413.906954660713,5848.623175442092
154,154,NP_002798.2,False,High,Master Protein,-4595887854081889792,1073,PSMD1#5707#26S proteasome non-ATPase regulatory subunit 1 isoform 1 [Homo sapiens],0,223.629,0,34,23,281,0,23,1,953,105.8,5.39,1863,456.62,32,32,134,147,22,22,0,2701.1,2671.6,3765.5,2720.7,2677.2,3826.0,2671.0,2589.9,3666.4,2509.5,2495.0,3570.8,2604.25946398093,2556.474478450494,3728.0079131568523,2680.6005360092913,2601.106309948257,3826.0,2593.4092260623524,2493.6164068151693,3649.6683170834644,2422.5705117500506,2390.1677377923993,3536.1096571060993
155,155,NP_006576.2,False,High,Master Protein,-1034815253104013440,1903,CCT8#10694#T-complex protein 1 subunit theta isoform 1 [Homo sapiens],0,222.382,0,60,31,379,1,31,1,548,59.6,5.6,2275,557.21,60,59,182,197,31,30,0,6198.6,7757.1,6841.6,6304.0,7798.4,6839.2,6061.1,7411.8,6431.8,5501.7,6833.8,6007.9,5976.36618912006,7422.82833387795,6773.479999642524,6211.087506525003,7576.74714160335,6839.2,5885.029075285109,7136.254714094241,6402.448364013045,5311.120216973602,6546.664643898076,5949.533216345842
156,156,NP_002215.2,False,High,Master Protein,-2245217909650069248,1629,"ITPR3#3710#inositol 1,4,5-trisphosphate receptor type 3 [Homo sapiens]",0,220.021,0,24,42,184,0,37,1,2671,303.9,6.48,659,263.01,23,24,87,97,40,41,5,2744.9,3048.6,2919.6,2666.3,2935.2,2885.4,2834.9,3138.0,3000.3,2967.4,3201.1,3116.9,2646.489135049149,2917.228662600755,2890.5303155630713,2627.0023189479084,2851.773211175902,2885.4,2752.5480400464853,3021.3399299532807,2986.608076517979,2864.6087812580595,3066.599577333567,3086.6192982620146
157,157,NP_001524.2,False,High,Master Protein,2613471079569612288,2782,HNRNPL#3191#heterogeneous nuclear ribonucleoprotein L isoform a [Homo sapiens],0,219.41,0,75,24,442,0,23,1,589,64.1,8.22,1830,629.95,62,71,207,235,22,22,1,6029.8,7389.6,7356.9,6356.1,7936.9,8014.2,6647.3,8124.8,8394.5,6532.6,8018.1,8381.6,5813.618050391401,7071.164772405215,7283.649293932717,6262.419622497394,7711.310575014315,8014.2,6454.200355074607,7822.747821186876,8356.191546955362,6306.309673264946,7681.203983323943,8300.17270695656
158,158,NP_001609.2,False,High,Master Protein,-951770295276680192,1927,PARP1#142#poly [ADP-ribose] polymerase 1 [Homo sapiens],0,219.241,0,39,31,239,31,31,1,1014,113.0,8.88,1045,363.46,38,37,116,123,30,27,0,3827.0,4577.5,4228.3,3690.5,4586.5,4317.0,3667.7,4366.4,4159.9,3595.7,4243.8,4026.0,3689.7934058920514,4380.244769092355,4186.199936051286,3636.1069864896135,4456.138536746483,4317.0,3561.155753810891,4204.072233954112,4140.916220880292,3471.1443670450913,4065.48851528793,3986.8873864425777
159,159,NP_005991.1,False,High,Master Protein,8957423501143175168,4306,TUBA4A#7277#tubulin alpha-4A chain isoform 1 [Homo sapiens],0,219.036,0,51,20,581,0,2,1,448,49.9,5.06,3737,972.71,51,51,245,336,20,20,0,1059.2,1175.4,1217.5,765.9,850.9,826.2,709.7,787.3,774.5,829.2,941.3,988.6,1021.22528756751,1124.74925212259,1205.3776747492943,754.6116626344384,826.7149854829569,826.2,689.0836869099406,758.0308880982211,770.9655551988717,800.4763771042607,901.7494555446835,978.9957452153831
160,160,NP_004719.2,False,High,Master Protein,-7740854368523393024,334,DDX21#9188#nucleolar RNA helicase 2 isoform 1 [Homo sapiens],0,218.682,0,39,27,261,0,26,1,783,87.3,9.28,1216,400.82,39,37,122,139,27,25,1,3863.8,3523.4,2923.7,3897.7,3524.2,3124.2,4089.7,3736.4,3282.6,4002.5,3656.7,3194.7,3725.274042771285,3371.568414947025,2894.5894929482643,3840.2531367675288,3424.0321445987033,3124.2,3970.8969344167735,3597.493471726398,3267.619795346438,3863.85274886614,3503.0566600342554,3163.6634708067813
161,161,NP_000405.1,False,High,Master Protein,-1088137077242897792,1886,HSD17B4#3295#peroxisomal multifunctional enzyme type 2 isoform 2 [Homo sapiens],0,218.058,0,54,28,222,3,28,1,736,79.6,8.84,1317,352.23,54,52,111,111,27,25,0,2965.2,3087.7,4257.0,3051.3,3116.3,4362.7,3231.8,3422.8,4613.4,3024.1,3238.5,4495.4,2858.890882453909,2954.6437517261534,4214.614177747635,3006.32793601836,3027.725830603524,4362.7,3137.9183589623026,3295.552043417492,4592.346665402807,2919.344684034002,3102.4281438239223,4451.727162695966
162,162,NP_006810.1,False,High,Master Protein,3930283768056647168,3099,STIP1#10963#stress-induced-phosphoprotein 1 isoform b [Homo sapiens],0,217.272,0,52,35,324,0,35,1,543,62.6,6.8,1276,414.66,52,49,163,161,35,29,0,7977.4,9604.0,7025.6,7773.2,9677.4,7073.3,7006.6,8694.5,6368.6,6946.7,8576.7,6352.3,7691.392191315194,9190.14107315412,6955.647960343855,7658.633471719567,9402.340581164375,7073.3,6803.062928988573,8371.268330458508,6339.536778359631,6706.065181898417,8216.333321332295,6290.587368330647
163,163,NP_000959.2,False,High,Master Protein,-3970443704612931584,1212,RPL4#6124#60S ribosomal protein L4 [Homo sapiens],0,214.635,0,52,27,454,27,27,1,427,47.7,11.06,2056,683.42,52,42,241,213,27,19,0,11363.6,11159.7,12506.1,11847.3,11738.8,13237.8,11771.2,11474.6,12828.2,10937.6,10664.2,11958.5,10956.18927284947,10678.802304672849,12381.580072428871,11672.686709399375,11405.149690430526,13237.8,11429.254467175277,11048.013754060521,12769.658276568323,10558.719756651666,10216.122961669622,11842.323102526965
164,164,NP_705935.1,False,High,Master Protein,3390799830961536512,2967,TPM3#7170#tropomyosin alpha-3 chain isoform Tpm3.1cy [Homo sapiens],0,214.122,0,67,30,525,0,10,1,248,29.0,4.78,2461,605.06,67,51,296,229,29,18,22,12323.1,12333.6,11520.6,12130.7,11997.3,11148.5,11571.3,11646.2,10859.1,12411.5,12763.8,12148.3,11881.289030611011,11802.116195320039,11405.892435085601,11951.90977401695,11656.30238022644,11148.5,11235.1614292532,11213.234255010166,10809.544300142115,11981.563620874977,12227.504197047947,12030.279194416384
165,165,NP_001337414.1,False,High,Master Protein,5468726202432710656,3500,CAP1#10487#adenylyl cyclase-associated protein 1 isoform b [Homo sapiens],0,214.014,0,59,25,383,0,1,1,474,51.6,8.02,1968,540.17,59,59,188,195,25,22,26,6868.3,6751.0,5728.1,6602.5,6502.6,5460.3,6440.9,6407.0,5416.3,6300.3,6255.2,5287.0,6622.055931457637,6460.083546945384,5671.066824420069,6505.1880174224825,6317.777488073189,5460.3,6253.796137830402,6168.809729512642,5391.582616686442,6082.056583055925,5992.375644664937,5235.63676406406
166,166,NP_004484.1,False,High,Master Protein,2921825731244054528,2851,HSD17B10#3028#3-hydroxyacyl-CoA dehydrogenase type-2 isoform 1 [Homo sapiens],0,210.402,0,72,13,354,3,13,1,261,26.9,7.78,2866,617.76,72,72,165,189,13,13,0,3545.1,4405.7,5429.6,3421.8,4456.1,5353.7,3568.3,4587.0,5760.1,3722.2,4700.8,5873.1,3418.0001576242257,4215.848034776666,5375.538909912747,3371.36726361473,4329.444878141502,5353.7,3464.643257715572,4416.471083077023,5733.813679149155,3593.262386465845,4503.286774274354,5816.042799134601
167,167,NP_001317309.1,False,High,Master Protein,-7146574646182381568,455,DNM1L#10059#dynamin-1-like protein isoform 8 [Homo sapiens],0,208.487,0,50,25,353,0,25,1,712,79.6,7.08,2829,610.93,46,49,172,181,23,24,0,4983.7,4673.6,3535.3,4896.5,4657.3,3459.7,4586.7,4283.9,3302.1,4525.3,4216.0,3214.6,4805.023098234705,4472.203594282913,3500.099953627253,4824.332166196014,4524.926198013603,3459.7,4453.45941489337,4124.639300805245,3287.030806742665,4368.542871816101,4038.8565861854736,3183.37014219034
168,168,XP_011532966.1,False,High,Master Protein,-3236565185957520,2139,CANX#821#calnexin isoform X3 [Homo sapiens],0,207.257,0,41,27,553,0,27,1,646,73.4,4.65,2594,772.75,41,38,271,282,26,22,0,13773.1,13321.4,11447.8,13757.7,13535.3,11230.2,15180.0,14968.7,12394.9,15631.1,15235.0,12687.1,13279.303255472123,12747.349572252739,11333.817285416813,13554.929979143248,13150.588016226897,11230.2,14739.031093832462,14412.215108187276,12338.335648979333,15089.63615310469,14594.871937982847,12563.844749263693
169,169,NP_001290203.1,False,High,Master Protein,-6404819527966530560,636,ACLY#47#ATP-citrate synthase isoform 3 [Homo sapiens],0,207.115,0,34,30,255,0,30,1,1155,126.1,8.18,1461,407.26,34,31,123,132,30,28,0,4693.6,3951.4,4778.9,4619.8,3808.9,4873.3,4597.1,3808.5,4776.3,4666.5,3806.1,4641.3,4525.323838488354,3781.1248892608487,4731.317757584725,4551.71035257681,3700.6401553719998,4873.3,4463.557301808776,3666.9130411813476,4754.503268297444,4504.851680845432,3646.1793293834276,4596.20974334226
170,170,XP_024307077.1,False,High,Master Protein,-3551355837434088960,1298,TRIM28#10155#transcription intermediary factor 1-beta isoform X1 [Homo sapiens],0,206.724,0,44,29,233,0,29,1,872,92.4,6.02,1041,309.87,42,40,115,118,28,25,0,3695.0,5027.1,4763.1,3683.1,4930.1,4912.6,3383.2,4915.6,4518.2,3574.7,4992.6,4658.7,3562.525904042626,4810.470448651924,4715.675074002763,3628.816052551116,4789.97244086206,4912.6,3284.92028963465,4732.854862867543,4497.5811123299445,3450.871810461409,4782.8262315440215,4613.440702240446
171,171,NP_061322.2,False,High,Master Protein,945585302651271040,2392,MATR3#9782#matrin-3 isoform a [Homo sapiens],0,206.661,0,36,27,328,14,27,1,847,94.6,6.25,1956,513.42,36,36,162,166,27,24,0,6256.5,7320.9,7153.8,6361.6,7369.7,7403.9,6464.5,7737.2,7560.8,6643.9,7837.9,7627.5,6032.190343340376,7005.425216831944,7082.571506875977,6267.838559884115,7160.232023168113,7403.9,6276.710573523053,7449.557458902014,7526.296152030509,6413.754223158462,7508.575435688596,7553.398792869041
172,172,NP_001311233.1,False,High,Master Protein,6874805978534967296,3812,RPN2#6185#dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2 isoform 7 precursor [Homo sapiens],0,205.534,0,48,20,562,0,20,1,647,71.1,5.97,5631,956.83,48,47,272,290,20,19,0,5157.3,5386.0,5484.7,5108.8,5267.6,5266.4,6024.2,6199.9,6049.0,5936.9,6145.1,6087.9,4972.3991461215255,5153.904604332371,5430.090293796677,5033.5031493234355,5117.879724444734,5266.4,5849.200995748717,5969.408996723181,6021.3952787578755,5731.244818174487,5886.901709622475,6028.756015877736
173,173,NP_001073027.1,False,High,Master Protein,7978508680545557504,4076,HNRNPUL2#221092#heterogeneous nuclear ribonucleoprotein U-like protein 2 [Homo sapiens],0,205.361,0,39,25,290,25,25,1,747,85.1,4.91,1276,367.82,39,35,155,135,25,20,0,3322.2,4380.7,4595.0,3486.7,4585.7,4821.3,3751.4,4863.8,4977.7,3798.2,5021.3,5213.4,3203.0916260921276,4191.925343520018,4549.248801209862,3435.310724778034,4455.3612750372495,4821.3,3642.4243244666077,4682.980609084374,4954.984175743607,3666.629734102029,4810.320345401594,5162.751788494717
174,174,XP_016876741.1,False,High,Master Protein,-2343158588114117632,1605,HNRNPC#3183#heterogeneous nuclear ribonucleoproteins C1/C2 isoform X2 [Homo sapiens],0,205.213,0,52,21,1041,3,3,1,293,32.3,5.08,5067,1403.56,52,49,510,531,21,18,20,17479.4,17340.5,19434.5,18513.5,19024.7,20603.1,18787.9,19616.5,20820.1,18909.9,19271.1,21150.4,16852.724028991255,16593.257109436592,19240.995827445717,18240.635874373515,18483.963549556483,20603.1,18242.12399787977,18887.225855936435,20725.08709592773,18254.85798770364,18461.387371451347,20944.9237402422
175,175,XP_005271170.1,False,High,Master Protein,1968544072233028608,2646,"SFPQ#6421#splicing factor, proline- and glutamine-rich isoform X1 [Homo sapiens]",0,204.49,0,42,25,444,4,24,1,707,76.1,9.44,2111,697.26,42,41,210,234,25,23,1,6016.0,7981.5,6212.6,6243.0,8231.0,6433.4,5958.0,8016.7,6128.2,6309.7,8519.0,6575.7,5800.312811561688,7637.558410597627,6150.742786158084,6150.986564599554,7997.0514108710995,6433.4,5784.9240617295,7718.666608176056,6100.233848121014,6091.130965526716,8161.057698698778,6511.817036023462
176,176,NP_002941.1,False,High,Master Protein,2564632356119292416,2773,RPN1#6184#dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 precursor [Homo sapiens],0,204.133,0,44,24,554,24,24,1,607,68.5,6.38,3336,870.25,44,44,266,288,24,24,0,8126.3,8218.0,9951.0,8059.7,8101.2,9629.9,8928.0,9131.8,10955.1,8898.4,8889.7,11082.2,7834.953789992312,7863.867069885523,9851.920526842076,7940.910846500566,7870.940698548044,9629.9,8668.647536609764,8792.311017319109,10905.106202400464,8590.15797639237,8516.182019500238,10974.53636215448
177,177,NP_001138303.1,False,High,Master Protein,-2500202292612526080,1556,PHB2#11331#prohibitin-2 isoform 1 [Homo sapiens],0,203.646,0,86,25,708,6,25,1,299,33.3,9.83,4320,1007.35,86,83,347,361,25,24,0,16764.5,18416.7,12529.8,17372.1,19152.1,13336.3,18562.5,19842.0,14577.0,19496.5,20336.0,14669.3,16163.45480874766,17623.0811226528,12405.044097801812,17116.058577427506,18607.742476751835,13336.3,18023.27171800165,19104.34253987667,14510.477596041255,18821.1380682745,19481.543533365224,14526.787664665202
178,178,NP_060117.3,False,High,Master Protein,-956583544951272832,1925,FTSJ3#117246#pre-rRNA 2'-O-ribose RNA methyltransferase FTSJ3 [Homo sapiens],0,200.871,0,36,23,320,12,23,1,847,96.5,8.4,2364,552.9,36,35,154,166,23,21,0,4209.6,3704.0,2741.6,4420.6,3835.8,2813.5,4406.3,3883.7,2874.6,4386.5,3943.2,2937.8,4058.6763317071286,3544.3859365850544,2714.3026144498276,4355.4462930432155,3726.7755803449595,2813.5,4278.29991493768,3739.3173632758303,2861.4817107484523,4234.550926396333,3777.5188070793542,2909.2592558099864
179,179,XP_011529261.1,False,High,Master Protein,936244165258520960,2390,MSN#4478#moesin isoform X1 [Homo sapiens],0,199.934,0,48,31,426,0,21,1,610,71.3,6.06,2248,585.99,48,46,203,223,30,26,11,7082.0,8310.9,9616.7,7446.2,8574.0,9971.4,6295.8,7329.1,8602.5,6029.7,7082.4,8063.8,6828.094303769926,7952.763790595229,9520.94906345917,7336.453012545443,8330.302368704752,9971.4,6112.911196347195,7056.629216258952,8563.242335181787,5820.830211077617,6784.8192329222,7985.46013581611
180,180,NP_976317.1,False,High,Master Protein,-2098807042560158720,1661,RNH1#6050#ribonuclease inhibitor [Homo sapiens],0,199.715,0,72,19,260,19,19,1,461,49.9,4.82,1897,494.27,72,68,121,139,19,18,0,2532.4,2698.4,2440.6,2512.8,2643.7,2355.6,2461.5,2562.4,2329.8,2343.8,2425.2,2180.8,2441.6077400264,2582.1196034776217,2416.299591780803,2475.764702791248,2568.558475874125,2355.6,2389.995061756825,2467.1387624322138,2319.167915432319,2262.6103867064235,2323.3005201178867,2159.613515239437
181,181,NP_002769.1,False,High,Master Protein,8387303708123169792,4172,PSAP#5660#prosaposin isoform a preproprotein [Homo sapiens],0,199.086,0,51,20,608,1,20,1,524,58.1,5.17,3039,911.24,48,50,285,323,19,19,0,9813.8,11279.7,11677.8,8142.5,8797.4,9469.5,8570.8,9534.8,10167.9,12770.2,13364.6,14603.8,9461.95310340826,10793.631222704762,11561.527236293477,8022.490485704288,8547.352701008067,9469.5,8321.823959092178,9180.328860458425,10121.498603881997,12327.83819452102,12803.060420240603,14461.923997548463
182,182,NP_001347.3,False,High,Master Protein,-7722253779426460672,336,DDX3X#1654#ATP-dependent RNA helicase DDX3X isoform 1 [Homo sapiens],0,198.336,0,59,28,369,0,27,1,662,73.2,7.18,2694,550.56,56,53,186,183,27,26,0,6390.6,6283.2,6476.2,6350.7,6251.6,6554.3,6009.2,6073.9,6373.9,6344.9,6253.0,6535.9,6161.482555446497,6012.442148150975,6411.718190728033,6257.099211244977,6073.911626801332,6554.3,5834.636735774574,5848.093244277638,6344.812591713477,6125.111631800317,5990.2680819302095,6472.403693256344
183,183,NP_057018.1,False,High,Master Protein,-6811152372553307136,534,NOP58#51602#nucleolar protein 58 [Homo sapiens],0,197.886,0,50,20,367,20,20,1,529,59.5,8.92,1872,544.51,50,40,180,187,20,16,0,5402.8,6014.2,4820.0,6013.0,6510.7,5172.4,6410.4,7046.2,5400.4,6385.4,6914.9,5469.9,5209.097416606631,5755.033990229436,4772.00853576312,5924.376455700324,6325.647262879172,5172.4,6224.1821425496455,6784.246467315744,5375.755176624902,6164.208705211705,6624.357070164594,5416.759889493854
184,184,NP_001290453.1,False,High,Master Protein,-1437686464987713792,1810,TUBB6#84617#tubulin beta-6 chain isoform 1 [Homo sapiens],0,197.404,0,54,18,516,0,4,1,446,49.8,4.88,1881,751.79,54,54,257,259,18,17,1,279.6,236.5,334.7,278.8,207.8,307.3,264.9,175.4,313.6,266.0,201.7,319.9,269.5757084628737,226.3086592878956,331.3674806887793,274.6908624395893,201.89372897327354,307.3,257.20483114336093,168.87922999165247,312.16888071060833,256.7857167266441,193.22518345199478,316.79216962816207
