Checked,Protein FDR Confidence: Combined,Master,Unique Sequence ID,Protein Group IDs,Accession,Description,Exp. q-value: Combined,Sum PEP Score,# Decoy Protein: Combined,Coverage [%],# Peptides,# PSMs,# Protein Unique Peptides,# Unique Peptides,# Protein Groups,# AAs,MW [kDa],calc. pI,Score Mascot: Mascot,Score Sequest HT: Sequest HT,Coverage [%] (by Search Engine): Mascot,Coverage [%] (by Search Engine): Sequest HT,# PSMs (by Search Engine): Mascot,# PSMs (by Search Engine): Sequest HT,# Peptides (by Search Engine): Mascot,# Peptides (by Search Engine): Sequest HT,# Razor Peptides,Abundances (by Bio. Rep.): Cntrol 1,Abundances (by Bio. Rep.): Cntrol 2,Abundances (by Bio. Rep.): Cntrol 3,Abundances (by Bio. Rep.): Sample- A1,Abundances (by Bio. Rep.): Sample- A2,Abundances (by Bio. Rep.): Sample- A3,Abundances (by Bio. Rep.): Sample- B1,Abundances (by Bio. Rep.): Sample- B2,Abundances (by Bio. Rep.): Sample- B3,Abundances (by Bio. Rep.): Sample- C1,Abundances (by Bio. Rep.): Sample- C2,Abundances (by Bio. Rep.): Sample- C3,normalized Abundances (by Bio. Rep.): Cntrol 1,normalized Abundances (by Bio. Rep.): Cntrol 2,normalized Abundances (by Bio. Rep.): Cntrol 3,normalized Abundances (by Bio. Rep.): Sample- A1,normalized Abundances (by Bio. Rep.): Sample- A2,normalized Abundances (by Bio. Rep.): Sample- A3,normalized Abundances (by Bio. Rep.): Sample- B1,normalized Abundances (by Bio. Rep.): Sample- B2,normalized Abundances (by Bio. Rep.): Sample- B3,normalized Abundances (by Bio. Rep.): Sample- C1,normalized Abundances (by Bio. Rep.): Sample- C2,normalized Abundances (by Bio. Rep.): Sample- C3
False,High,Master Protein,-8012908085941337088,277,NP_006420.1,CCT7#10574#T-complex protein 1 subunit eta isoform a [Homo sapiens],0,237.581,0,69,31,343,2,31,1,543,59.3,7.65,1774,518.94,69,67,171,172,31,27,0,5071.6,5988.8,6082.0,5114.7,6138.2,6064.5,4776.7,5705.5,5612.0,4512.1,5397.3,5345.0,4794.819456407312,5412.053057677354,5681.229950948526,5015.25790041813,5657.825355726615,5760.199927888949,4773.136605596227,5346.982236241388,5188.660941996772,4512.1,5040.932897644681,5039.793714803855
False,High,Master Protein,623640857413414400,2307,NP_036611.2,YWHAG#7532#14-3-3 protein gamma [Homo sapiens],0,237.533,0,67,19,850,13,13,1,247,28.3,4.89,4331,1262.49,67,63,392,458,19,17,5,10735.5,10298.8,6876.8,10407.2,10145.8,6584.7,9517.0,9350.9,5977.3,9418.4,9327.4,6156.9,10149.614376973872,9306.981704249187,6423.657041546007,10204.858940159065,9351.791159318871,6254.29771047413,9509.900365411118,8763.315431227691,5526.404677226889,9418.4,8711.540494226927,5805.333194139543
False,High,Master Protein,8924843221648919552,4297,NP_001264153.1,TAGLN2#8407#transgelin-2 isoform a [Homo sapiens],0,237.212,0,76,15,511,0,14,1,220,24.4,8.25,2981,863.88,76,76,213,298,15,14,1,8519.1,9383.3,9980.5,8030.0,8769.0,9286.0,7908.9,8540.9,9020.7,7718.5,8372.3,8904.9,8054.173521389606,8479.648252755796,9322.840434962473,7873.877439606934,8082.73932820154,8820.053842918094,7903.0,8004.213580144435,8340.226970682517,7718.5,7819.502806764597,8396.418905698196
False,High,Master Protein,-4234591865668602880,1155,NP_001091974.1,DDX17#10521#probable ATP-dependent RNA helicase DDX17 isoform 3 [Homo sapiens],0,236.832,0,44,32,532,0,24,1,731,80.4,8.37,3070,774.14,44,44,260,272,32,32,7,6837.8,7477.0,8431.4,7123.9,8030.6,8993.7,7119.4,7942.4,8638.3,6994.6,7993.4,8738.8,6464.629797109771,6756.933060421717,7875.817528514863,6985.39420822115,7402.12640541171,8542.420659816118,7114.088963066924,7443.3216568440275,7986.673167364702,6994.6,7465.62040724677,8239.803426553402
False,High,Master Protein,-1037081558044957952,1902,XP_016865310.1,VDAC1#7416#voltage-dependent anion-selective channel protein 1 isoform X1 [Homo sapiens],0,236.551,0,87,21,1304,20,20,1,283,30.8,8.54,6564,1866.83,87,82,585,719,21,19,2,18712.8,17152.6,18286.1,19100.0,17853.4,19155.0,20731.8,19382.1,20862.0,20966.1,19804.7,21488.0,17691.556416882,15500.731578465899,17081.147485373203,18728.649949749994,16456.195498017263,18193.854335676944,20716.33418048022,18164.182701087408,19288.283066988,20966.1,18497.056631646123,20261.00792211511
False,High,Master Protein,6102726942936218624,3647,NP_003741.1,EIF3A#8661#eukaryotic translation initiation factor 3 subunit A [Homo sapiens],0,235.486,0,25,30,388,30,30,1,1382,166.5,6.79,2117,611.25,24,24,187,201,29,28,0,4593.5,5199.5,7224.9,4450.3,4949.2,7091.7,4130.6,4559.5,6550.1,4118.9,4548.4,6379.8,4342.8115728777875,4698.76600878196,6748.8191832634,4363.775438291748,4561.876323769536,6735.857833062917,4127.518592977532,4272.993691375446,6055.995729895412,4118.9,4248.083151139841,6015.505321179727
False,High,Master Protein,5790253934220922880,3568,XP_006713191.1,IMPDH2#3615#inosine-5'-monophosphate dehydrogenase 2 isoform X1 [Homo sapiens],0,235.375,0,52,26,309,0,23,1,608,66.1,8.5,1810,530.88,52,49,150,159,26,23,3,4222.2,5323.0,5616.8,4427.1,5775.8,6026.6,4137.4,5428.0,5687.9,3790.9,4901.6,5087.0,3991.775122021246,4810.372432877464,5246.684049406063,4341.026502227131,5323.786727315139,5724.2016465356655,4134.313520211407,5086.919565036939,5258.835454736892,3790.9,4577.962442535188,4796.5258423212745
False,High,Master Protein,4936048942270731264,3365,NP_006383.2,NOP56#10528#nucleolar protein 56 [Homo sapiens],0,234.771,0,61,27,405,27,27,1,594,66.0,9.19,2557,655.71,61,54,206,199,27,24,0,6548.0,5965.5,5849.0,6897.9,6227.3,6225.6,7355.9,6824.4,6437.4,7109.4,6641.7,6452.3,6190.6455163173505,5390.996946896583,5463.583357957567,6763.788193108925,5739.95240261255,5913.216369208581,7350.412535245103,6395.57366979331,5951.797210978264,7109.4,6203.1689967736975,6083.865479144793
False,High,Master Protein,1734790582977372160,2589,NP_002878.2,"RARS1#5917#arginine--tRNA ligase, cytoplasmic [Homo sapiens]",0,232.408,0,48,32,369,32,32,1,660,75.3,6.68,1924,502.87,43,48,182,187,30,30,0,8565.0,8484.3,5988.2,8613.9,8433.8,6025.7,8251.1,7938.5,5693.1,7902.8,7614.5,5423.4,8097.5685472294,7667.225780999862,5593.610850422551,8446.425015819448,7773.772031723815,5723.346806081366,8244.944720504749,7439.666722005479,5263.643194740168,7902.8,7111.738007728943,5113.716975279182
False,High,Master Protein,-4630001761870027776,1063,NP_005403.2,"SHMT2#6472#serine hydroxymethyltransferase, mitochondrial isoform 1 precursor [Homo sapiens]",0,230.6,0,58,23,682,0,22,1,504,56.0,8.53,4633,1161.6,58,58,327,355,23,23,1,6292.9,6332.9,8155.0,6282.0,6349.8,8320.5,6613.4,6730.7,8722.4,6731.5,7013.6,8944.6,5949.467496889654,5723.014762383936,7617.630754683529,6159.862774048663,5852.865570328901,7903.0,6608.4664365461695,6307.761517390222,8064.429116263835,6731.5,6550.513584740655,8433.851985301135
False,High,Master Protein,-4739744454313000960,1035,NP_055752.1,INPP5F#22876#phosphatidylinositide phosphatase SAC2 isoform 1 [Homo sapiens],0,228.585,0,35,31,277,0,31,1,1132,128.3,7.02,1089,432.1,35,33,131,146,31,29,0,3686.8,3938.8,6089.7,3554.3,3736.9,5982.4,3836.1,4162.4,6472.0,3806.9,4138.9,6416.1,3485.5943630969473,3559.4767872661573,5688.422563678269,3485.1958385547855,3444.450746442734,5682.219482002283,3833.238288510412,3900.846351788827,5983.787173307753,3806.9,3865.621175413923,6049.732545098788
False,High,Master Protein,-6936751801547794432,515,NP_001337407.1,CAP1#10487#adenylyl cyclase-associated protein 1 isoform a [Homo sapiens],0,227.649,0,59,25,393,0,1,1,475,51.6,8.02,1997,566.81,59,59,189,204,25,22,0,43.8,229.8,413.9,34.1,208.8,380.4,42.4,203.9,378.6,41.1,182.8,344.2,41.40963250071777,207.66928143438685,386.62628686247854,33.437013784632185,192.45934219734082,361.31256535063994,42.36836981122533,191.08749066157552,350.0404548538806,41.1,170.73027878558682,324.5457430562183
False,High,Master Protein,4804495115062908928,3326,NP_038203.2,"IARS1#3376#isoleucine--tRNA ligase, cytoplasmic isoform 1 [Homo sapiens]",0,225.937,0,32,33,336,33,33,1,1262,144.4,6.15,1335,457.49,32,32,162,174,33,31,0,5872.5,4978.3,6232.5,5738.9,4973.7,6335.0,5563.2,4812.8,6121.6,5301.6,4633.9,5855.8,5552.010658914728,4498.868510725883,5821.812836120796,5627.321947467028,4584.458957312806,6017.1269755423355,5559.049880514357,4510.37702332531,5659.819462317791,5301.6,4327.93784936833,5521.426386370144
False,High,Master Protein,9124965961007810560,4351,NP_003277.1,TOP1#7150#DNA topoisomerase 1 [Homo sapiens],0,225.761,0,45,36,512,32,36,1,765,90.7,9.31,1266,545.38,45,41,247,265,35,31,0,7124.0,8225.4,8121.2,7090.9,8189.9,7895.8,7478.1,8432.9,8109.6,7510.4,8526.6,8411.5,6735.210546463776,7433.258953483052,7586.0579871166,6953.035807784409,7548.959610450198,7499.610287843279,7472.521374653871,7903.0,7497.855448185499,7510.4,7963.614852807355,7931.192672043523
False,High,Master Protein,5335677543697524736,3472,NP_001307524.1,DDX5#1655#probable ATP-dependent RNA helicase DDX5 isoform a [Homo sapiens],0,225.109,0,51,30,454,0,23,1,614,69.1,8.92,2639,645.39,51,51,224,230,30,29,0,5753.4,4706.0,6342.0,5691.5,4742.9,6278.1,5190.9,4395.1,5661.5,5373.1,4607.5,5906.0,5439.41049382716,4252.792160270777,5924.097393771053,5580.8435177488,4371.7213319337525,5963.082062376059,5187.027614459659,4118.924130488919,5234.426928566415,5373.1,4303.280960090761,5568.759902643887
False,High,Master Protein,-4595887854081889792,1073,NP_002798.2,PSMD1#5707#26S proteasome non-ATPase regulatory subunit 1 isoform 1 [Homo sapiens],0,223.629,0,34,23,281,0,23,1,953,105.8,5.39,1863,456.62,32,32,134,147,22,22,0,2701.1,2671.6,3765.5,2720.7,2677.2,3826.0,2671.0,2589.9,3666.4,2509.5,2495.0,3570.8,2553.688546750885,2414.313543429538,3517.3744459547306,2667.8030323709318,2467.682715185444,3634.021753500391,2669.0074473061995,2427.1578816302817,3389.826528463465,2509.5,2330.262831345947,3366.9027870573636
False,High,Master Protein,-1034815253104013440,1903,NP_006576.2,CCT8#10694#T-complex protein 1 subunit theta isoform 1 [Homo sapiens],0,222.382,0,60,31,379,1,31,1,548,59.6,5.6,2275,557.21,60,59,182,197,31,30,0,6198.6,7757.1,6841.6,6304.0,7798.4,6839.2,6061.1,7411.8,6431.8,5501.7,6833.8,6007.9,5860.3138817111685,7010.058237661803,6390.776526210035,6181.43504100649,7188.098343830184,6496.027594495523,6056.578449594761,6946.063086245539,5946.61964482089,5501.7,6382.585225191156,5664.8412832872
False,High,Master Protein,-2245217909650069248,1629,NP_002215.2,"ITPR3#3710#inositol 1,4,5-trisphosphate receptor type 3 [Homo sapiens]",0,220.021,0,24,42,184,0,37,1,2671,303.9,6.48,659,263.01,23,24,87,97,40,41,5,2744.9,3048.6,2919.6,2666.3,2935.2,2885.4,2834.9,3138.0,3000.3,2967.4,3201.1,3116.9,2595.098179251603,2755.0068380368657,2727.2145617871283,2614.4606995297595,2705.4916724982504,2740.6184964845866,2832.785178722705,2940.8168008632856,2773.973525351553,2967.4,2989.74122221303,2938.9210532595207
False,High,Master Protein,2613471079569612288,2782,NP_001524.2,HNRNPL#3191#heterogeneous nuclear ribonucleoprotein L isoform a [Homo sapiens],0,219.41,0,75,24,442,0,23,1,589,64.1,8.22,1830,629.95,62,71,207,235,22,22,1,6029.8,7389.6,7356.9,6356.1,7936.9,8014.2,6647.3,8124.8,8394.5,6532.6,8018.1,8381.6,5700.72607426548,6677.950052600283,6872.121115773299,6232.522091392981,7315.759353860508,7612.069298720029,6642.34114731505,7614.260147754629,7761.264126441893,6532.6,7488.689542290556,7903.0
False,High,Master Protein,-951770295276680192,1927,NP_001609.2,PARP1#142#poly [ADP-ribose] polymerase 1 [Homo sapiens],0,219.241,0,39,31,239,31,31,1,1014,113.0,8.88,1045,363.46,38,37,116,123,30,27,0,3827.0,4577.5,4228.3,3690.5,4586.5,4317.0,3667.7,4366.4,4159.9,3595.7,4243.8,4026.0,3618.143004115226,4136.667257466953,3949.678494178831,3618.7477821755156,4227.5611733146725,4100.384712457184,3664.963914071489,4092.027558728314,3846.0995460820327,3595.7,3963.5949513691103,3796.110289204925
False,High,Master Protein,8957423501143175168,4306,NP_005991.1,TUBA4A#7277#tubulin alpha-4A chain isoform 1 [Homo sapiens],0,219.036,0,51,20,581,0,2,1,448,49.9,5.06,3737,972.71,51,51,245,336,20,20,0,1059.2,1175.4,1217.5,765.9,850.9,826.2,709.7,787.3,774.5,829.2,941.3,988.6,1001.3945832137047,1062.2039747518638,1137.2735062939541,751.0090574090848,784.3086890599486,784.7435370470525,709.1705673355334,737.8282559973437,716.0758908725053,829.2,879.1488589763285,932.149685024339
False,High,Master Protein,-7740854368523393024,334,NP_004719.2,DDX21#9188#nucleolar RNA helicase 2 isoform 1 [Homo sapiens],0,218.682,0,39,27,261,0,26,1,783,87.3,9.28,1216,400.82,39,37,122,139,27,25,1,3863.8,3523.4,2923.7,3897.7,3524.2,3124.2,4089.7,3736.4,3282.6,4002.5,3656.7,3194.7,3652.934658819026,3184.081576178932,2731.0443945393295,3821.919314614688,3248.396617681362,2967.4361636920858,4086.6491041737786,3501.615007885781,3034.9783336063083,4002.5,3415.259356866823,3012.278574496516
False,High,Master Protein,-1088137077242897792,1886,NP_000405.1,HSD17B4#3295#peroxisomal multifunctional enzyme type 2 isoform 2 [Homo sapiens],0,218.058,0,54,28,222,3,28,1,736,79.6,8.84,1317,352.23,54,52,111,111,27,25,0,2965.2,3087.7,4257.0,3051.3,3116.3,4362.7,3231.8,3422.8,4613.4,3024.1,3238.5,4495.4,2803.3753947746195,2790.3413415359278,3976.4873234442407,2991.975371291736,2872.4188126895265,4143.791611081065,3229.3890932999534,3207.7207603552756,4265.389948290788,3024.1,3024.671815356252,4238.706953326333
False,High,Master Protein,3930283768056647168,3099,NP_006810.1,STIP1#10963#stress-induced-phosphoprotein 1 isoform b [Homo sapiens],0,217.272,0,52,35,324,0,35,1,543,62.6,6.8,1276,414.66,52,49,163,161,35,29,0,7977.4,9604.0,7025.6,7773.2,9677.4,7073.3,7006.6,8694.5,6368.6,6946.7,8576.7,6352.3,7542.0365824480805,8679.093902941042,6562.651947284439,7622.070250753751,8920.048075577326,6718.381094886125,7001.373111304986,8148.16178301652,5888.187112473386,6946.7,8010.4069040500135,5989.575606089529
False,High,Master Protein,-3970443704612931584,1212,NP_000959.2,RPL4#6124#60S ribosomal protein L4 [Homo sapiens],0,214.635,0,52,27,454,27,27,1,427,47.7,11.06,2056,683.42,52,42,241,213,27,19,0,11363.6,11159.7,12506.1,11847.3,11738.8,13237.8,11771.2,11474.6,12828.2,10937.6,10664.2,11958.5,10743.436070437363,10084.973368247724,11682.017410318538,11616.959924066652,10820.123209703755,12573.56329547503,11762.418743440934,10753.5680252345,11860.509675004098,10937.6,9960.075705827434,11275.654469313735
False,High,Master Protein,3390799830961536512,2967,NP_705935.1,TPM3#7170#tropomyosin alpha-3 chain isoform Tpm3.1cy [Homo sapiens],0,214.122,0,67,30,525,0,10,1,248,29.0,4.78,2461,605.06,67,51,296,229,29,18,22,12323.1,12333.6,11520.6,12130.7,11997.3,11148.5,11571.3,11646.2,10859.1,12411.5,12763.8,12148.3,11650.571741314958,11145.821799387091,10761.456391466225,11894.849944787029,11058.393037088872,10589.098671954811,11562.667867845084,10914.385158130657,10039.947974917524,12411.5,11921.045581857072,11454.616648372625
False,High,Master Protein,5468726202432710656,3500,NP_001337414.1,CAP1#10487#adenylyl cyclase-associated protein 1 isoform b [Homo sapiens],0,214.014,0,59,25,383,0,1,1,474,51.6,8.02,1968,540.17,59,59,188,195,25,22,26,6868.3,6751.0,5728.1,6602.5,6502.6,5460.3,6440.9,6407.0,5416.3,6300.3,6255.2,5287.0,6493.4652717963445,6100.849951973653,5350.649997045092,6474.131481320645,5993.707464427339,5186.317036235803,6436.095120686821,6004.401925790654,5007.723496104261,6300.3,5842.188401857782,4985.105588431803
False,High,Master Protein,2921825731244054528,2851,NP_004484.1,HSD17B10#3028#3-hydroxyacyl-CoA dehydrogenase type-2 isoform 1 [Homo sapiens],0,210.402,0,72,13,354,3,13,1,261,26.9,7.78,2866,617.76,72,72,165,189,13,13,0,3545.1,4405.7,5429.6,3421.8,4456.1,5353.7,3568.3,4587.0,5760.1,3722.2,4700.8,5873.1,3351.627583979328,3981.412329049078,5071.819490573843,3355.271958013326,4107.366258455797,5085.065933537648,3565.6380659763054,4298.765667801113,5325.589075551605,3722.2,4390.420648333077,5537.738534408705
False,High,Master Protein,-7146574646182381568,455,NP_001317309.1,DNM1L#10059#dynamin-1-like protein isoform 8 [Homo sapiens],0,208.487,0,50,25,353,0,25,1,712,79.6,7.08,2829,610.93,46,49,172,181,23,24,0,4983.7,4673.6,3535.3,4896.5,4657.3,3459.7,4586.7,4283.9,3302.1,4525.3,4216.0,3214.6,4711.716563786008,4223.512418240864,3302.343348501862,4801.300234500044,4292.820375554001,3286.1016886004445,4583.278344649698,4014.7116294513157,3053.007358618592,4525.3,3937.6304997813677,3031.0422592345135
False,High,Master Protein,-3236565185957520,2139,XP_011532966.1,CANX#821#calnexin isoform X3 [Homo sapiens],0,207.257,0,41,27,553,0,27,1,646,73.4,4.65,2594,772.75,41,38,271,282,26,22,0,13773.1,13321.4,11447.8,13757.7,13535.3,11230.2,15180.0,14968.7,12394.9,15631.1,15235.0,12687.1,13021.438570676619,12038.49245300279,10693.453507475917,13490.21714207725,12476.029379519478,10666.699188750677,15168.675795622654,14028.108491740684,11459.895493577296,15631.1,14229.07985393006,11962.650484394388
False,High,Master Protein,-6404819527966530560,636,NP_001290203.1,ACLY#47#ATP-citrate synthase isoform 3 [Homo sapiens],0,207.115,0,34,30,255,0,30,1,1155,126.1,8.18,1461,407.26,34,31,123,132,30,28,0,4693.6,3951.4,4778.9,4619.8,3808.9,4873.3,4597.1,3808.5,4776.3,4666.5,3806.1,4641.3,4437.448655373721,3570.863353611124,4463.997009633,4529.9799496259175,3510.81603685561,4628.77109548705,4593.670586301509,3569.184444259982,4416.001649547253,4666.5,3554.7949348239713,4376.275878113964
False,High,Master Protein,-3551355837434088960,1298,XP_024307077.1,TRIM28#10155#transcription intermediary factor 1-beta isoform X1 [Homo sapiens],0,206.724,0,44,29,233,0,29,1,872,92.4,6.02,1041,309.87,42,40,115,118,28,25,0,3695.0,5027.1,4763.1,3683.1,4930.1,4912.6,3383.2,4915.6,4518.2,3574.7,4992.6,4658.7,3493.346851373337,4542.968862919087,4449.238141953785,3611.4916560169736,4544.2710870072315,4666.099128658134,3380.6761496541867,4606.717357018346,4177.3713236154335,3574.7,4662.9539926965035,4392.682316025579
False,High,Master Protein,945585302651271040,2392,NP_061322.2,MATR3#9782#matrin-3 isoform a [Homo sapiens],0,206.661,0,36,27,328,14,27,1,847,94.6,6.25,1956,513.42,36,36,162,166,27,24,0,6256.5,7320.9,7153.8,6361.6,7369.7,7403.9,6464.5,7737.2,7560.8,6643.9,7837.9,7627.5,5915.0540123456785,6615.866155147966,6682.404278706932,6237.915158132438,6792.948343830184,7032.392488432185,6459.67751520439,7251.015854569603,6990.4539647628635,6643.9,7320.3875935095775,7191.960067290254
False,High,Master Protein,6874805978534967296,3812,NP_001311233.1,RPN2#6185#dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2 isoform 7 precursor [Homo sapiens],0,205.534,0,48,20,562,0,20,1,647,71.1,5.97,5631,956.83,48,47,272,290,20,19,0,5157.3,5386.0,5484.7,5108.8,5267.6,5266.4,6024.2,6199.9,6049.0,5936.9,6145.1,6087.9,4875.842413149584,4867.305264602296,5123.288706341233,5009.472610643076,4855.358385817588,5002.146409470584,6019.705976810935,5810.315514235909,5592.696015348979,5936.9,5739.357965893379,5740.273181731411
False,High,Master Protein,7978508680545557504,4076,NP_001073027.1,HNRNPUL2#221092#heterogeneous nuclear ribonucleoprotein U-like protein 2 [Homo sapiens],0,205.361,0,39,25,290,25,25,1,747,85.1,4.91,1276,367.82,39,35,155,135,25,20,0,3322.2,4380.7,4595.0,3486.7,4585.7,4821.3,3751.4,4863.8,4977.7,3798.2,5021.3,5213.4,3140.892262417456,3958.819935507478,4292.2149991135275,3418.910145538916,4226.823781198974,4579.380313683072,3748.60147428846,4558.172325060182,4602.209118135661,3798.2,4689.759020055071,4915.708241863128
False,High,Master Protein,-2343158588114117632,1605,XP_016876741.1,HNRNPC#3183#heterogeneous nuclear ribonucleoproteins C1/C2 isoform X2 [Homo sapiens],0,205.213,0,52,21,1041,3,3,1,293,32.3,5.08,5067,1403.56,52,49,510,531,21,18,20,17479.4,17340.5,19434.5,18513.5,19024.7,20603.1,18787.9,19616.5,20820.1,18909.9,19271.1,21150.4,16525.46872906498,15670.536008324565,18153.874298209324,18153.5529238061,17535.82972941451,19569.292626645034,18773.884320196237,18383.853656511998,19249.543777346218,18909.9,17998.68859685406,19942.68531068054
False,High,Master Protein,1968544072233028608,2646,XP_005271170.1,"SFPQ#6421#splicing factor, proline- and glutamine-rich isoform X1 [Homo sapiens]",0,204.49,0,42,25,444,4,24,1,707,76.1,9.44,2111,697.26,42,41,210,234,25,23,1,6016.0,7981.5,6212.6,6243.0,8231.0,6433.4,5958.0,8016.7,6128.2,6309.7,8519.0,6575.7,5687.679203751555,7212.847562091204,5803.22413568938,6121.621028077969,7586.843130394215,6110.589531879094,5953.555361681144,7512.952851332282,5665.921593860409,6309.7,7956.516657409267,6200.219182494989
False,High,Master Protein,2564632356119292416,2773,NP_002941.1,RPN1#6184#dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 precursor [Homo sapiens],0,204.133,0,44,24,554,24,24,1,607,68.5,6.38,3336,870.25,44,44,266,288,24,24,0,8126.3,8218.0,9951.0,8059.7,8101.2,9629.9,8928.0,9131.8,10955.1,8898.4,8889.7,11082.2,7682.81042444253,7426.57160499474,9295.284321257608,7903.0,7467.201259622113,9146.697878733248,8921.33975647688,8557.983066323566,10128.706251901076,8898.4,8302.74047768179,10449.392311730457
False,High,Master Protein,-2500202292612526080,1556,NP_001138303.1,PHB2#11331#prohibitin-2 isoform 1 [Homo sapiens],0,203.646,0,86,25,708,6,25,1,299,33.3,9.83,4320,1007.35,86,83,347,361,25,24,0,16764.5,18416.7,12529.8,17372.1,19152.1,13336.3,18562.5,19842.0,14577.0,19496.5,20336.0,14669.3,15849.584110919704,16643.093365503362,11704.15571183736,17034.344491730462,17653.259423839514,12667.12083408449,18548.652467473352,18595.18386320246,13477.389620721122,19496.5,18993.276528357186,13831.664348095828
False,High,Master Protein,-956583544951272832,1925,NP_060117.3,FTSJ3#117246#pre-rRNA 2'-O-ribose RNA methyltransferase FTSJ3 [Homo sapiens],0,200.871,0,36,23,320,12,23,1,847,96.5,8.4,2364,552.9,36,35,154,166,23,21,0,4209.6,3704.0,2741.6,4420.6,3835.8,2813.5,4406.3,3883.7,2874.6,4386.5,3943.2,2937.8,3979.8627619867934,3347.2890271234505,2560.943774008628,4334.652877898682,3535.6108467459762,2672.326242413317,4403.012922150994,3639.6590852494396,2657.755656426215,4386.5,3682.8426439131613,2770.047890617543
False,High,Master Protein,936244165258520960,2390,XP_011529261.1,MSN#4478#moesin isoform X1 [Homo sapiens],0,199.934,0,48,31,426,0,21,1,610,71.3,6.06,2248,585.99,48,46,203,223,30,26,11,7082.0,8310.9,9616.7,7446.2,8574.0,9971.4,6295.8,7329.1,8602.5,6029.7,7082.4,8063.8,6695.502679682266,7510.5249393953245,8983.012836120797,7301.427919153319,7903.0,9471.062340003606,6291.103364563973,6868.5597244127175,7953.57372657292,6029.7,6614.770932554923,7603.346783430371
False,High,Master Protein,-2098807042560158720,1661,NP_976317.1,RNH1#6050#ribonuclease inhibitor [Homo sapiens],0,199.715,0,72,19,260,19,19,1,461,49.9,4.82,1897,494.27,72,68,121,139,19,18,0,2532.4,2698.4,2440.6,2512.8,2643.7,2355.6,2461.5,2562.4,2329.8,2343.8,2425.2,2180.8,2394.1952818451527,2438.5325893061336,2279.7780036640856,2463.9451096194653,2436.8044203405643,2237.402415720209,2459.663733262527,2401.3859052046155,2154.0524345445615,2343.8,2265.071510452982,2056.2735515891954
False,High,Master Protein,8387303708123169792,4172,NP_002769.1,PSAP#5660#prosaposin isoform a preproprotein [Homo sapiens],0,199.086,0,51,20,608,1,20,1,524,58.1,5.17,3039,911.24,48,50,285,323,19,19,0,9813.8,11279.7,11677.8,8142.5,8797.4,9469.5,8570.8,9534.8,10167.9,12770.2,13364.6,14603.8,9278.215786199635,10193.416857247405,10908.297783818922,7984.19016836855,8108.91674830884,8994.346313322518,8564.406225897406,8935.659666306965,9400.888380635954,12770.2,12482.176607537493,13769.90448124463
False,High,Master Protein,-7722253779426460672,336,NP_001347.3,DDX3X#1654#ATP-dependent RNA helicase DDX3X isoform 1 [Homo sapiens],0,198.336,0,59,28,369,0,27,1,662,73.2,7.18,2694,550.56,56,53,186,183,27,26,0,6390.6,6283.2,6476.2,6350.7,6251.6,6554.3,6009.2,6073.9,6373.9,6344.9,6253.0,6535.9,6041.835558426644,5678.101084023235,6049.454358489451,6227.227080412423,5762.350688126896,6225.423099573343,6004.717166736208,5692.233004067402,5893.087309015185,6344.9,5840.133661084652,6162.691813018993
False,High,Master Protein,-6811152372553307136,534,NP_057018.1,NOP58#51602#nucleolar protein 58 [Homo sapiens],0,197.886,0,50,20,367,20,20,1,529,59.5,8.92,1872,544.51,50,40,180,187,20,16,0,5402.8,6014.2,4820.0,6013.0,6510.7,5172.4,6410.4,7046.2,5400.4,6385.4,6914.9,5469.9,5107.9443487415065,5435.006929515619,4502.388747709946,5896.092782609775,6001.173559598787,4912.863073132624,6405.6178735348785,6603.436374201046,4993.02290647886,6385.4,6458.3304418733815,5157.56176624988
False,High,Master Protein,-1437686464987713792,1810,NP_001290453.1,TUBB6#84617#tubulin beta-6 chain isoform 1 [Homo sapiens],0,197.404,0,54,18,516,0,4,1,446,49.8,4.88,1881,751.79,54,54,257,259,18,17,1,279.6,236.5,334.7,278.8,207.8,307.3,264.9,175.4,313.6,266.0,201.7,319.9,264.3409417169107,213.72404290353563,312.6451273565392,273.37945581101036,191.53760205271752,291.88052400697075,264.7023859196601,164.37835145679423,289.94370481293436,266.0,188.38236997293686,301.6333039037892
False,High,Master Protein,7174373993236338688,3884,NP_031389.3,NONO#4841#non-POU domain-containing octamer-binding protein isoform 1 [Homo sapiens],0,196.235,0,58,24,538,1,22,1,471,54.2,8.95,2642,763.07,58,58,251,287,24,24,1,7120.1,9901.9,7159.6,7497.2,10390.0,7548.5,7250.2,10050.1,7434.3,7476.1,10376.0,7757.6,6731.523387405494,8948.304864382746,6687.822090892973,7351.436356191918,9576.880102635876,7169.736854756325,7244.791386918535,9418.579646384993,6873.4964435293305,7476.1,9690.904664547312,7314.6311921351535
False,High,Master Protein,1603503262744250368,2554,NP_001029249.1,H4C15#554313#histone H4 [Homo sapiens],0,195.959,0,61,12,2235,12,12,1,103,11.4,11.36,13331,3212.72,61,61,1073,1162,12,11,0,57375.3,47666.9,56537.6,62004.1,51655.2,60803.5,71093.5,59550.6,70527.8,70370.4,58512.7,70134.4,54244.06592736147,43076.37454832365,52812.085905088345,60798.59080362793,47612.671518544434,57752.54618111892,71040.46460316858,55808.605793973606,65207.562577505334,70370.4,54649.28656180199,66129.636728071
