Accession,Description,Abundance: F4: 127N  Sample  Pre-term_RDS,Abundance: F5: 127N  Sample  Pre-term_RDS,Abundance: F4: 127C  Sample  Pre-term_Healthy,Abundance: F5: 127C  Sample  Pre-term_Healthy,Abundance: F4: 128N  Sample  Term_RDS,Abundance: F5: 128N  Sample  Term_RDS,Abundance: F4: 128C  Sample  Term_Healthy,Abundance: F5: 128C  Sample  Term_Healthy,normalized Abundance: F4: 127C  Sample  Pre-term_Healthy,normalized Abundance: F4: 127N  Sample  Pre-term_RDS,normalized Abundance: F4: 128C  Sample  Term_Healthy,normalized Abundance: F4: 128N  Sample  Term_RDS,normalized Abundance: F5: 127C  Sample  Pre-term_Healthy,normalized Abundance: F5: 127N  Sample  Pre-term_RDS,normalized Abundance: F5: 128C  Sample  Term_Healthy,normalized Abundance: F5: 128N  Sample  Term_RDS
NP_077739.1,desmocollin-1 isoform Dsc1a preproprotein [Homo sapiens],429.0,174.6,268.3,112.3,358.8,149.0,294.0,120.8,268.3,337.71782329562825,250.05780346820808,298.27602905569006,103.12856633380885,136.1790095411177,102.66006600660066,121.33934218848827
NP_077740.1,desmocollin-2 isoform Dsc2a preproprotein [Homo sapiens],918.8,1108.8,539.0,615.7,946.5,1079.7,317.0,281.7,539.0,723.2986854173035,269.62014863748965,786.8401937046006,565.4163694721826,864.8069059518401,239.39851485148515,879.2623339658443
NP_079032.2,multimerin-2 precursor [Homo sapiens],0.0,49.8,0.0,43.2,0.0,50.9,0.0,46.0,0.0,0.0,0.0,0.0,39.67189728958631,38.84143571104044,39.09240924092409,41.45082226438962
NP_079202.2,intraflagellar transport protein 56 isoform 1 [Homo sapiens],580.1,538.6,649.5,661.1,1274.0,1296.0,539.4,512.0,649.5,456.6669214307551,458.77952105697767,1059.09604519774,607.1085948644794,420.0802665455097,435.1155115511551,1055.4079696394685
NP_112576.1,SH3 domain-binding glutamic acid-rich-like protein 3 [Homo sapiens],4844.4,4745.9,4738.5,4602.5,5490.5,5375.8,4116.5,4230.3,4738.5,3813.6135738306325,3501.2345169281584,4564.338175948345,4226.618223965764,3701.5576253218237,3595.0569306930697,4377.825743200506
NP_114409.2,plasma alpha-L-fucosidase precursor [Homo sapiens],139.9,367.5,95.1,213.8,105.8,264.9,90.9,216.1,95.1,110.13222256190768,77.31379025598679,87.95318805488297,196.33915834522114,286.6310767832804,183.6493399339934,215.7234345351043
NP_115584.1,anthrax toxin receptor 1 isoform 1 precursor [Homo sapiens],26.6,24.6,39.5,34.5,25.8,31.9,50.8,33.0,39.5,20.940079486395597,43.20726672171759,21.447941888619855,31.682417974322398,19.186733303044075,28.044554455445546,25.9780202403542
NP_116171.3,hepatitis A virus cellular receptor 2 precursor [Homo sapiens],116.0,91.9,127.5,107.4,129.8,96.5,146.1,102.5,127.5,91.31763986548457,124.26341866226258,107.90476190476191,98.6287446504993,71.67726790852645,87.10808580858085,78.58554712207463
NP_291031.2,guanylin precursor [Homo sapiens],134.7,85.7,114.8,68.8,138.0,80.1,155.4,104.7,114.8,106.03867318862731,132.1734104046243,114.72154963680387,63.1811697574893,66.84158715735273,88.97772277227723,65.23007590132826
NP_443112.2,phosphoinositide-3-kinase-interacting protein 1 isoform 1 precursor [Homo sapiens],337.5,420.3,280.2,381.2,345.6,360.7,323.0,377.3,280.2,265.68709874656065,274.7233691164327,287.3026634382567,350.06776034236805,327.8123580190823,320.6427392739274,293.73893105629344
NP_443203.1,liver-expressed antimicrobial peptide 2 precursor [Homo sapiens],206.3,159.1,962.6,479.9,1406.6,663.6,1016.7,540.7,962.6,162.40369917456437,864.7407101568951,1169.328490718321,440.70702567760344,124.08980766318341,459.5057755775578,540.4079696394687
NP_443204.1,leucine-rich alpha-2-glycoprotein precursor [Homo sapiens],13057.6,13052.2,8663.9,8620.1,5185.3,4983.7,6028.3,6079.4,8663.9,10279.217364720269,5127.2906688687035,4310.620661824052,7916.10467189729,10180.043919430564,5166.486798679868,4058.51597090449
NP_444513.1,dermcidin isoform 1 preproprotein [Homo sapiens],1008.2,836.8,548.0,389.3,908.3,737.8,737.3,523.9,548.0,793.6762457963925,627.1007431874483,755.0839386602098,357.5062410841655,652.6609117068,445.22854785478546,600.8333333333331
NP_477521.1,mucin-like protein 1 precursor [Homo sapiens],1182.2,1103.4,1207.2,1126.8,1449.4,1352.8,1538.1,1418.0,1207.2,930.6527055946194,1308.2105697770437,1204.9087974172721,1034.775320970043,860.5951840072696,1205.06600660066,1101.6635041113218
NP_569057.2,collectin-12 [Homo sapiens],10918.5,9683.9,7985.5,7430.3,12634.1,11404.4,10534.0,9876.4,7985.5,8595.272852338734,8959.554087530965,10502.924132364811,6823.474500713267,7552.943359079207,8393.310231023102,9287.264389626816
NP_570602.2,alpha-1B-glycoprotein precursor [Homo sapiens],1143.3,1174.9,945.3,1004.4,998.7,954.1,1023.6,1312.9,945.3,900.029807398349,870.6094137076797,830.2348668280872,922.3716119828816,916.361502347418,1115.7483498349836,776.9789690069575
NP_597734.2,synaptopodin-2 isoform a [Homo sapiens],311.8,944.3,886.6,2567.9,455.8,1301.4,702.9,2127.3,886.6,245.4555181901559,597.842279108175,378.9136400322841,2358.182061340942,736.5053763440861,1807.8539603960398,1059.8055028462998
NP_612449.2,vasorin precursor [Homo sapiens],2851.4,1176.1,4431.6,1678.2,4365.3,1424.5,1888.3,1211.4,4431.6,2244.6820544176094,1606.068538398018,3628.941888619855,1541.1430099857348,917.2974405573225,1029.490099009901,1160.0529728020238
NP_620411.2,endothelial cell-selective adhesion molecule precursor [Homo sapiens],428.6,152.5,202.7,88.5,399.5,165.2,250.4,89.9,202.7,337.402934882299,212.97440132122213,332.1105730427764,81.27228958630528,118.94214750870817,76.40016501650166,134.53194180898163
NP_647473.1,ATP-dependent zinc metalloprotease YME1L1 isoform 1 [Homo sapiens],89.3,0.0,63.4,0.0,55.6,0.0,128.7,0.0,63.4,70.29883827575665,109.46407927332781,46.22114608555287,0.0,0.0,0.0,0.0
NP_647537.1,attractin isoform 1 preproprotein [Homo sapiens],134.9,0.0,103.8,0.0,125.0,0.0,133.0,0.0,103.8,106.19611739529196,113.121387283237,103.91444713478612,0.0,0.0,0.0,0.0
NP_653247.1,immunoglobulin J chain precursor [Homo sapiens],160.0,23.9,241.7,41.4,187.0,29.9,306.6,62.9,241.7,125.95536533170284,260.77456647398844,155.45601291364002,38.01890156918687,18.640769347266396,53.45462046204621,24.349304237824157
NP_660295.3,zymogen granule protein 16 homolog B precursor [Homo sapiens],202.2,312.2,255.9,433.4,213.1,336.7,231.9,408.8,255.9,159.17609293793944,197.23947151114783,177.15334947538338,398.0046362339515,243.49992427684387,347.4125412541254,274.1943390259329
NP_660339.1,cell adhesion molecule 4 precursor [Homo sapiens],1112.5,1204.7,1002.0,1217.6,1072.2,1290.0,1183.8,1516.5,1002.0,875.7833995719963,1006.8654004954583,891.3365617433415,1118.1597717546363,939.603967893382,1288.7747524752476,1050.5218216318783
NP_710152.1,PILR alpha-associated neural protein isoform a precursor [Homo sapiens],0.0,105.9,0.0,108.0,0.0,57.8,0.0,346.0,0.0,0.0,0.0,0.0,99.17974322396577,82.59654702407998,294.042904290429,47.06989247311827
NP_733746.1,sialate O-acetylesterase isoform 1 precursor [Homo sapiens],131.0,276.0,114.4,180.3,153.3,227.3,101.8,193.5,114.4,103.1259553653317,86.58464079273327,127.4406779661017,165.5750713266762,215.26578827805545,164.4430693069307,185.10357368753952
NP_775489.2,tryptophan 5-hydroxylase 2 [Homo sapiens],64.1,190.5,147.6,355.9,70.3,220.8,118.0,296.5,147.6,50.46086823601345,100.36333608587944,58.44148506860371,326.8339871611983,148.5801908223535,251.97607260726073,179.81024667931686
NP_776213.1,interleukin-1 receptor antagonist protein isoform 2 [Homo sapiens],7147.7,7091.0,2341.3,2326.0,3314.4,3255.6,1115.3,1121.0,2341.3,5626.819779883827,948.6036333608588,2755.312348668281,2136.037803138374,5530.614872027867,952.6650165016501,2651.2239089184054
NP_877421.2,neuroblastoma suppressor of tumorigenicity 1 isoform 1 [Homo sapiens],1618.1,1683.8,816.1,830.4,774.4,759.6,1237.5,1304.8,816.1,1273.8023540201773,1052.5392237819983,643.770782889427,762.5820256776035,1313.277298197789,1108.8646864686468,618.5863377609107
NP_937877.1,ribonuclease pancreatic precursor [Homo sapiens],117.9,263.4,43.9,117.5,109.4,278.0,36.6,78.8,43.9,92.81335982879854,31.129644921552437,90.94592413236482,107.90388730385165,205.43843707405725,66.96699669966996,226.3915243516761
NP_940894.1,C-type lectin domain family 4 member G isoform 1 [Homo sapiens],520.1,691.5,256.5,365.5,301.6,419.7,64.7,78.1,256.5,409.43365943136655,55.02972749793559,250.72477804681196,335.6499643366619,539.3343934575194,66.37211221122112,341.7860531309297
NP_976075.1,CD59 glycoprotein preproprotein [Homo sapiens],8872.3,11081.5,5432.6,6239.1,6879.8,8595.5,2014.9,2547.1,5432.6,6984.461173952919,1713.746490503716,5719.284907183212,5729.558666191157,8642.999394214752,2164.614686468647,6999.814199873496
NP_991108.1,ly6/PLAUR domain-containing protein 2 precursor [Homo sapiens],248.8,198.3,200.9,145.8,241.9,185.6,241.3,161.5,200.9,195.86059309079792,205.23451692815854,201.0952380952381,133.8926533523538,154.66378918673334,137.24834983498351,151.1448450347881
sp,"retinol-binding protein 4 isoform a precursor [Homo sapiens]
retinol-binding protein 4 isoform a precursor [Homo sapiens]",39654.4,33005.9,4663.9,3743.8,25522.7,21570.2,14287.6,11630.7,4663.9,31216.777743809234,12152.12881915772,21217.418079096045,3438.047432239658,25742.902468574895,9884.175742574258,17565.864958886777
sp,0.0,35.2,45.3,45.0,61.2,73.7,84.7,68.0,86.4,45.0,27.710180372974627,57.83649876135425,61.267958030669895,56.201854493580605,35.33166742389823,73.42574257425743,68.97612270714737
sp,0.0,1058.6,405.2,273.0,105.9,480.0,186.0,286.0,113.2,273.0,833.3521858758788,243.25350949628407,399.0314769975787,97.2512482168331,316.03513554444953,96.20132013201321,151.4705882352941
sp,"alpha-amylase 1B precursor [Homo sapiens]
alpha-amylase 1B precursor [Homo sapiens]
alpha-amylase 1A precursor [Homo sapiens]
alpha-amylase 1C isoform X1 [Homo sapiens]
alpha-amylase 1C precursor [Homo sapiens]
alpha-amylase 1C precursor [Homo sapiens]
alpha-amylase 1A precursor [Homo sapiens]",49.5,43.0,63.6,49.9,131.1,84.1,126.5,96.0,63.6,38.96744114949556,107.59289843104872,108.98547215496367,45.82471469329529,33.53778585491444,81.58415841584159,68.48750790638834
sp,albumin preproprotein [Homo sapiens],344629.1,402523.0,137357.0,150403.5,290994.6,332264.6,262608.0,309245.9,137357.0,271299.2762152247,223357.7539223782,241908.34382566586,138120.18990727531,313947.21338785405,262807.9843234324,270582.335547122
sp,lactotransferrin isoform 1 preproprotein [Homo sapiens],70.9,93.7,100.0,80.2,89.9,91.7,100.8,93.6,100.0,55.81397126261083,85.73410404624278,74.73527037933819,73.65014265335236,73.08117522338333,79.54455445544554,74.67662871600253
sp,cathepsin D preproprotein [Homo sapiens],2908.1,2904.6,1690.3,1579.6,2596.5,2486.5,1673.3,1624.3,1690.3,2289.3174870070316,1423.2031379025598,2158.5108958837773,1450.595577746077,2265.4384370740577,1380.3869636963695,2024.9011701454772
sp,0.0,112132.3,117713.2,89682.7,82909.9,88172.2,89376.8,88289.1,87377.4,89682.7,88272.90507490064,75093.12386457474,73298.92332526231,76138.72771041369,91810.23474178405,74256.37128712871,72784.71220746361
sp,gelsolin isoform a precursor [Homo sapiens],28662.0,36798.0,24606.9,29973.8,27216.1,34907.3,17485.1,22816.1,24606.9,22563.32925710792,14871.720066061105,22625.16787732042,27525.868402282453,28700.54520672422,19389.9199669967,28427.039057558504
sp,0.0,2976.9,5145.4,3234.1,5402.0,2215.0,3358.6,2455.5,3716.9,3234.1,2343.478294099664,2088.492981007432,1841.36400322841,4960.823823109843,4013.147054369226,3158.7516501650166,2735.102783048703
sp,0.0,96560.4,104483.4,42663.0,46746.5,87692.9,96401.0,57142.3,63606.1,42663.0,76014.377866096,48601.625928984315,72900.47376916868,42928.758024251074,81491.6719672876,54054.68894389439,78504.92567994939
XP_005244806.1,agrin isoform X1 [Homo sapiens],3497.9,3694.5,2203.4,2337.4,2897.6,3012.9,1432.7,1781.8,2203.4,2753.620452461021,1218.5639966969447,2408.82001614205,2146.506776034237,2881.519763743753,1514.2359735973598,2453.579222011385
XP_005247472.1,histidine-rich glycoprotein isoform X1 [Homo sapiens],0.0,76.0,0.0,56.2,0.0,50.8,0.0,76.6,0.0,0.0,0.0,0.0,51.6101997146933,59.27608662729063,65.0973597359736,41.369386464263115
XP_005249096.1,histone H2B type 1-D isoform X1 [Homo sapiens],409.0,259.0,205.8,131.4,153.3,94.9,267.2,162.0,205.8,321.9734026291654,227.26341866226258,127.4406779661017,120.66868758915835,202.00666363774044,137.67326732673268,77.2825743200506
XP_005253288.1,CD44 antigen isoform X1 [Homo sapiens],1407.5,1792.9,1145.4,1606.8,1082.2,1550.3,1058.2,1598.6,1145.4,1108.0136044023234,900.0379851362511,899.6497175141244,1475.574179743224,1398.3696804482813,1358.546204620462,1262.4992093611636
XP_005254606.1,beta-2-microglobulin isoform X1 [Homo sapiens],50430.1,56278.0,6751.2,7229.6,19301.0,21429.2,11937.6,13362.3,6751.2,39699.63543258942,10153.367464905037,16045.221953188055,6639.165477888731,43893.942147508715,11355.75,17451.04048070841
XP_005255820.1,cadherin-11 isoform X1 [Homo sapiens],1351.1,708.7,896.7,572.4,950.9,591.9,999.9,632.1,896.7,1063.614338122898,850.4516928158546,790.4979822437449,525.6526390870185,552.7495077994852,537.1806930693069,482.01850094876653
XP_005260727.1,tyrosine-protein phosphatase non-receptor type substrate 1 isoform X1 [Homo sapiens],47.1,35.7,52.8,26.4,51.9,32.7,71.2,37.4,52.8,37.07811066952002,60.558216350123864,43.14527845036319,24.243937232524964,27.844161744661523,31.783828382838283,26.629506641366223
XP_005262677.1,syndecan-1 isoform X1 [Homo sapiens],0.0,19.0,0.0,17.5,0.0,18.5,0.0,42.8,0.0,0.0,0.0,0.0,16.070791726105565,14.819021656822658,36.37293729372937,15.065623023402907
XP_005266132.1,dipeptidyl peptidase 2 isoform X1 [Homo sapiens],223.6,345.0,266.3,388.7,182.9,226.5,207.3,309.2,266.3,176.02262305105472,176.31626754748143,152.04761904761907,356.955242510699,269.08223534756934,262.76897689768975,184.45208728652747
XP_005266431.1,plastin-2 isoform X1 [Homo sapiens],50.4,0.0,29.2,0.0,38.4,0.0,66.2,0.0,29.2,39.675940079486395,56.305532617671346,31.922518159806295,0.0,0.0,0.0,0.0
XP_005267462.1,nidogen-2 isoform X1 [Homo sapiens],52.7,0.0,41.0,0.0,57.5,0.0,42.8,0.0,41.0,41.486548456129626,36.402972749793555,47.800645682001615,0.0,0.0,0.0,0.0
XP_006718083.1,lysyl oxidase homolog 4 isoform X1 [Homo sapiens],0.0,24.8,0.0,28.1,0.0,26.7,0.0,33.6,0.0,0.0,0.0,0.0,25.80509985734665,19.34272300469484,28.554455445544555,21.743358633776086
XP_006719119.1,alpha-2-macroglobulin isoform X1 [Homo sapiens],248.2,278.8,108.8,89.5,191.6,154.1,334.6,306.8,108.8,195.38826047080403,284.5895953757226,159.28006456820015,82.19062054208274,217.44964410116617,260.72937293729376,125.49256799493989
XP_006719137.1,L-lactate dehydrogenase B chain isoform X1 [Homo sapiens],254.1,253.2,202.7,168.2,178.7,158.8,279.1,255.6,202.7,200.03286456741057,237.3848059454996,148.55609362389023,154.4632667617689,197.48296228986825,217.21782178217822,129.3200506008855
XP_006721784.1,CMRF35-like molecule 9 isoform X1 [Homo sapiens],29.8,0.0,30.3,0.0,30.9,0.0,24.8,0.0,30.3,23.459186793029655,21.09331131296449,25.687651331719128,0.0,0.0,0.0,0.0
XP_006723962.1,ICOS ligand isoform X1 [Homo sapiens],267.4,250.1,315.9,281.3,293.6,259.9,293.7,272.4,315.9,210.50290431060836,249.80264244426093,244.07425343018565,258.32649786019977,195.0651219142814,231.4950495049505,211.6516445287792
XP_011510737.1,ceruloplasmin isoform X1 [Homo sapiens],935.9,1276.1,438.2,544.8,582.7,752.5,534.6,726.7,438.2,736.7601650871293,454.6969446738233,484.407586763519,500.30670470756064,995.2922913827049,617.5750825082508,612.8043959519291
XP_011516977.1,lipocalin-1 isoform X1 [Homo sapiens],1601.9,1858.7,1501.2,1733.9,2296.8,2589.9,1880.5,2146.3,1501.2,1261.0493732803425,1599.4343517753923,1909.3656174334142,1592.2940442225395,1449.690292291383,1824.0008250825085,2109.1057874762805
XP_011524280.1,laminin subunit alpha-3 isoform X1 [Homo sapiens],136.2,260.8,16.8,35.3,60.0,106.9,3.3,11.4,16.8,107.21950473861203,2.806771263418662,49.87893462469734,32.417082738944366,203.41057095259734,9.68811881188119,87.05487033523086
XP_011524671.1,kallikrein-11 isoform X1 [Homo sapiens],6471.5,6212.3,7517.7,6576.5,2620.3,2532.7,5909.3,5773.1,7517.7,5094.500917150718,5026.076796036334,2178.296206618241,6039.403530670471,4845.274117825232,4906.1823432343235,2062.524509803921
XP_011525796.1,dermokine isoform X1 [Homo sapiens],44.3,205.4,34.0,124.4,39.2,148.7,55.6,158.5,34.0,34.873891776215224,47.289843104872006,32.58757062146893,114.24037089871614,160.20142359533548,134.69884488448844,121.09503478810876
XP_011525842.1,napsin-A isoform X1 [Homo sapiens],177.7,109.9,141.4,97.3,181.9,94.9,189.6,164.0,141.4,139.88917762152246,161.2617671345995,151.21630347054077,89.35360199714694,85.71634105709528,139.37293729372936,77.2825743200506
XP_011527602.1,NSFL1 cofactor p47 isoform X1 [Homo sapiens],0.0,21.9,0.0,22.9,0.0,25.2,0.0,44.0,0.0,0.0,0.0,0.0,21.029778887303852,17.080872330758748,37.39273927392739,20.521821631878552
XP_011527755.1,chondrolectin isoform X2 [Homo sapiens],0.0,85.4,0.0,68.3,0.0,79.6,0.0,58.7,0.0,0.0,0.0,0.0,62.72200427960057,66.60760260487659,49.88531353135314,64.82289690069575
XP_011529261.1,moesin isoform X1 [Homo sapiens],36.3,31.1,41.5,32.7,30.8,24.8,46.4,39.9,41.5,28.57612350963008,39.46490503715937,25.6045197740113,30.02942225392297,24.25639860669393,33.90841584158416,20.196078431372545
XP_011530007.1,dentin matrix acidic phosphoprotein 1 isoform X1 [Homo sapiens],40.0,47.8,66.4,56.5,48.0,48.7,52.2,28.7,66.4,31.48884133292571,44.3980181668043,39.90314769975787,51.88569900142654,37.28153869453279,24.39026402640264,39.659234661606575
XP_011531155.1,latent-transforming growth factor beta-binding protein 1 isoform X1 [Homo sapiens],2642.7,2894.0,1693.4,1960.7,2504.0,2873.9,939.5,1132.0,1693.4,2080.3890247630693,799.0792733278282,2081.6142050040357,1800.5715049928674,2257.170982886567,962.013201320132,2340.383459835547
XP_011533736.1,collagen alpha-1(XII) chain isoform X1 [Homo sapiens],2377.5,2444.9,2857.1,2904.9,2196.7,2268.8,2868.1,2856.9,2857.1,1871.618006725772,2439.4244426094137,1826.1509281678773,2667.659593437946,1906.8961078297746,2427.893564356436,1847.6154332700821
XP_011535336.1,Fanconi anemia group M protein isoform X1 [Homo sapiens],1315.3,1010.8,1807.4,1309.7,1716.2,1253.9,1287.0,985.7,1807.4,1035.4318251299296,1094.6407927332782,1426.7037933817596,1202.7380527817404,788.3719521429654,837.6823432343235,1021.1234977862111
XP_011539620.1,basement membrane-specific heparan sulfate proteoglycan core protein isoform X1 [Homo sapiens],24781.8,30689.6,15606.2,18665.1,22463.7,28160.5,19425.4,22647.4,15606.2,19508.75420360746,16522.01651527663,18674.42372881356,17140.739122681884,23936.30773890656,19246.55280528053,22932.72849462365
XP_011544500.1,immunoglobulin heavy variable 4-38-2-like [Homo sapiens],517.7,600.8,185.6,198.8,301.7,340.1,301.2,331.4,185.6,407.54432895139104,256.1816680429397,250.80790960451978,182.5641940085592,468.5930637588975,281.6353135313531,276.963156230234
XP_016855823.1,collagen alpha-1(XI) chain isoform X1 [Homo sapiens],118.8,135.8,157.1,197.5,115.9,158.6,162.4,205.6,157.1,93.52185875878935,138.1271676300578,96.3494753833737,181.3703637660485,105.91700742086933,174.72607260726073,129.15717900063248
XP_016861283.1,serine palmitoyltransferase small subunit B isoform X1 [Homo sapiens],120.8,119.3,226.2,195.9,182.1,179.8,906.8,689.0,226.2,95.09630082543565,771.2667217175887,151.38256658595643,179.90103423680458,93.04785703468121,585.536303630363,146.42156862745097
XP_016862450.1,receptor-type tyrosine-protein phosphatase gamma isoform X1 [Homo sapiens],465.2,436.8,422.8,395.2,486.2,439.3,371.4,353.1,422.8,366.215224701926,315.88934764657307,404.18563357546407,362.9243937232525,340.6815084052704,300.0767326732674,357.74746995572417
XP_016862606.1,tetranectin isoform X2 [Homo sapiens],21.6,22.9,38.2,32.3,30.0,25.4,41.1,34.1,38.2,17.003974319779886,34.957060280759706,24.93946731234867,29.662089871611983,17.860820839012572,28.979372937293732,20.684693232131558
XP_016863334.1,pro-epidermal growth factor isoform X1 [Homo sapiens],923.3,1189.5,1190.9,1600.8,888.1,1103.3,1416.0,1645.7,1190.9,726.8411800672577,1204.3600330305533,738.2913640032284,1470.0641940085593,927.7487505679238,1398.5734323432343,898.4811827956987
XP_016868261.1,"maltase-glucoamylase, intestinal isoform X1 [Homo sapiens]",1489.4,1561.8,2148.8,2384.4,2337.6,2520.4,1616.8,1797.7,2148.8,1172.487007031489,1375.1478117258464,1943.2832929782082,2189.6683309557775,1218.1235801908224,1527.7483498349836,2052.5079063883613
XP_016868902.1,lymphocyte antigen 6H isoform X1 [Homo sapiens],1096.0,843.1,924.3,674.0,915.3,643.5,1448.8,1113.0,924.3,862.7942525221645,1232.2576383154417,760.9031476997578,618.9550641940086,657.5745873087991,945.8663366336634,524.0393738140417
XP_016869298.1,collagen alpha-1(XIV) chain isoform X1 [Homo sapiens],53.6,0.0,59.3,0.0,49.9,0.0,29.4,0.0,59.3,42.19504738612045,25.005780346820806,41.482647296206615,0.0,0.0,0.0,0.0
XP_016869749.1,ciliary neurotrophic factor receptor subunit alpha isoform X1 [Homo sapiens],127.9,0.0,121.9,0.0,138.1,0.0,123.3,0.0,121.9,100.68557016202996,104.8711808422791,114.8046811945117,0.0,0.0,0.0,0.0
XP_016870167.1,tenascin isoform X1 [Homo sapiens],349.8,274.0,293.7,243.0,320.5,248.9,387.3,241.2,293.7,275.36991745643536,329.4128819157721,266.4366424535916,223.15442225392297,213.7058912615478,204.98019801980197,202.69370651486398
XP_016874317.1,collagen alpha-1(II) chain isoform X1 [Homo sapiens],357.9,537.5,425.9,645.2,477.1,725.5,541.7,854.0,425.9,281.74640782635277,460.7357555739059,396.6206618240517,592.5071326676177,419.22232318643046,725.7590759075907,590.8167299177735
XP_016875721.1,CD27 antigen isoform X1 [Homo sapiens],331.4,321.8,419.9,316.0,226.8,235.4,336.3,333.3,419.9,260.8850504432895,286.0355078447564,188.54237288135596,290.1925820256776,250.9874299560806,283.25,191.69987349778617
XP_016881964.1,adhesion G protein-coupled receptor L1 isoform X1 [Homo sapiens],195.0,116.3,178.4,85.0,217.4,116.7,153.5,81.6,178.4,153.50810149801285,130.5573905862923,180.72800645682003,78.05813124108417,90.70801150991974,69.34653465346534,95.03557874762807
XP_016882687.1,ubiquitin-60S ribosomal protein L40 isoform X1 [Homo sapiens],10164.3,8380.4,7578.7,6477.3,13893.4,11319.0,5484.3,4810.9,7578.7,8001.550749006419,4664.598678777869,11549.7998385795,5948.305099857347,6536.280478570347,4088.471122112211,9217.718216318784
XP_024304475.1,proteoglycan 4 isoform X1 [Homo sapiens],583.7,482.8,410.0,365.7,655.6,557.3,490.7,434.4,410.0,459.50091715071846,417.35838150289015,545.0104923325263,335.83363052781743,376.5591397849463,369.16831683168317,453.8417141049967
XP_024306539.1,alpha-N-acetylglucosaminidase isoform X1 [Homo sapiens],587.3,486.9,591.1,532.3,608.0,469.4,798.9,529.6,591.1,462.3349128706817,679.4938067712634,505.4398708635997,488.82756776034233,379.75692866878694,450.0726072607261,382.2596457938013
XP_024306545.1,protein disulfide-isomerase isoform X1 [Homo sapiens],63.7,91.2,45.3,56.7,63.5,88.2,45.8,64.9,45.3,50.1459798226842,38.95458298926507,52.78853914447135,52.06936519258203,71.13130395274877,55.15429042904291,71.82637571157494
XP_024308523.1,EGF-containing fibulin-like extracellular matrix protein 1 isoform X2 [Homo sapiens],4127.8,4479.6,3081.2,3525.0,3845.9,4074.4,3725.5,4128.7,3081.2,3249.4909813512686,3168.6746490503715,3197.1565778853915,3237.1166191155494,3493.8573375738306,3508.713696369637,3318.0202403542057
XP_024309818.1,ecto-ADP-ribosyltransferase 3 isoform X1 [Homo sapiens],0.0,21.6,0.0,16.5,0.0,31.7,0.0,34.0,0.0,0.0,0.0,0.0,15.152460770328103,16.846887778282603,28.894389438943897,25.815148640101196
