Checked,Protein FDR Confidence: Combined,Master,Unique Sequence ID,Protein Group IDs,Accession,Description,Exp. q-value: Combined,Sum PEP Score,# Decoy Protein: Combined,Coverage [%],# Peptides,# PSMs,# Protein Unique Peptides,# Unique Peptides,# Protein Groups,# AAs,MW [kDa],calc. pI,Score Mascot: Mascot,Score Sequest HT: Sequest HT,Coverage [%] (by Search Engine): Mascot,Coverage [%] (by Search Engine): Sequest HT,# PSMs (by Search Engine): Mascot,# PSMs (by Search Engine): Sequest HT,# Peptides (by Search Engine): Mascot,# Peptides (by Search Engine): Sequest HT,# Razor Peptides,Abundances (by Bio. Rep.): Cntrol 1,Abundances (by Bio. Rep.): Cntrol 2,Abundances (by Bio. Rep.): Cntrol 3,Abundances (by Bio. Rep.): Sample- A1,Abundances (by Bio. Rep.): Sample- A2,Abundances (by Bio. Rep.): Sample- A3,Abundances (by Bio. Rep.): Sample- B1,Abundances (by Bio. Rep.): Sample- B2,Abundances (by Bio. Rep.): Sample- B3,Abundances (by Bio. Rep.): Sample- C1,Abundances (by Bio. Rep.): Sample- C2,Abundances (by Bio. Rep.): Sample- C3,normalized Abundances (by Bio. Rep.): Cntrol 1,normalized Abundances (by Bio. Rep.): Cntrol 2,normalized Abundances (by Bio. Rep.): Cntrol 3,normalized Abundances (by Bio. Rep.): Sample- A1,normalized Abundances (by Bio. Rep.): Sample- A2,normalized Abundances (by Bio. Rep.): Sample- A3,normalized Abundances (by Bio. Rep.): Sample- B1,normalized Abundances (by Bio. Rep.): Sample- B2,normalized Abundances (by Bio. Rep.): Sample- B3,normalized Abundances (by Bio. Rep.): Sample- C1,normalized Abundances (by Bio. Rep.): Sample- C2,normalized Abundances (by Bio. Rep.): Sample- C3,average_normalized  (by Bio. Rep.): Sample- A,P VALUE of  (by Bio. Rep.): Sample- A,average_normalized  (by Bio. Rep.): Sample- B,P VALUE of  (by Bio. Rep.): Sample- B,average_normalized  (by Bio. Rep.): Sample- C,P VALUE of  (by Bio. Rep.): Sample- C,average_normalized_of_CONTROL,FOLDCHANGE of   (by Bio. Rep.): Sample- A,FOLDCHANGE of   (by Bio. Rep.): Sample- B,FOLDCHANGE of   (by Bio. Rep.): Sample- C,LOG2 foldchange of  (by Bio. Rep.): Sample- A,LOG2 foldchange of  (by Bio. Rep.): Sample- B,LOG2 foldchange of  (by Bio. Rep.): Sample- C
FALSE,High,Master Protein,-8.53383E+18,171,NP_060918.2,CAND1#55832#cullin-associated NEDD8-dissociated protein 1 isoform 1 [Homo sapiens],0,279.07,0,44,35,307,2,35,1,1230,136.3,5.78,1707,499.84,42,43,150,157,34,34,0,3635.4,3440.8,4652.3,3477.2,3310.8,4362.3,3370.6,3196.7,4036.2,3149.3,3109.9,4019.6,3436.999498,3109.436308,4345.739247,3409.594848,3051.697271,4143.411682,3368.085549,2995.828256,3731.730808,3149.3,2904.562877,3790.075737,3534.901267,0.854634141,3365.214871,0.575248318,3281.312872,0.488997177,3630.725018,1.0271079,1.078898423,1.106485471,0.038587748,0.109559043,0.145984507
FALSE,High,Master Protein,-1.16611E+18,1872,NP_001091868.1,COPA#1314#coatomer subunit alpha isoform 1 [Homo sapiens],0,275.817,0,47,39,296,0,39,1,1233,139.2,7.59,912,401.74,46,38,147,149,38,33,0,4612.1,3784.5,4209.7,4480.1,3652.8,4066.8,4168.3,3420.2,3717.3,4043.6,3383.2,3673.2,4360.396485,3420.036534,3932.304131,4392.996054,3366.9324,3862.739066,4165.190469,3205.284137,3436.886907,4043.6,3159.81772,3463.455617,3874.222507,0.944085212,3602.453838,0.489530441,3555.624446,0.406002183,3904.245717,1.00774948,1.083773975,1.098047833,0.011137039,0.116063909,0.134940902
FALSE,High,Master Protein,-9.16962E+18,16,NP_908932.1,ALDOA#226#fructose-bisphosphate aldolase A isoform 1 [Homo sapiens],0,275.625,0,84,31,788,1,26,1,364,39.4,8.09,3165,1069.29,84,80,352,436,31,27,5,17242.5,16510.3,16416,15506.8,14913.9,14797.4,15457.8,14560.7,14740.2,15937.3,15055.6,15354.5,16301.49745,14920.2878,15334.2767,15205.31042,13746.74034,14054.90682,15446.26856,13645.74608,13628.27869,15937.3,14061.52508,14477.73856,14335.65253,0.122075498,14240.09778,0.163949969,14825.52121,0.383737514,15518.68732,1.082523958,1.089787975,1.046754923,0.114398955,0.124047477,0.065923703
FALSE,High,Master Protein,-3.77987E+18,1248,NP_005262.1,"GLUD1#2746#glutamate dehydrogenase 1, mitochondrial isoform a precursor [Homo sapiens]",0,274.65,0,55,28,738,1,28,1,558,61.4,7.8,3695,1136.35,55,54,339,399,27,27,0,16215.8,13916,10100.4,16880.4,14388.6,10403.7,18077.2,15774.1,10983.2,18603.7,16068.5,11514,15330.82919,12575.82994,9434.83969,16552.20433,13262.55024,9881.670705,18063.7145,14782.89939,10154.68654,18603.7,15007.54642,10856.53598,13232.14176,0.775554572,14333.76681,0.547993418,14822.59413,0.449062217,12447.16628,0.940676612,0.868380687,0.839742771,-0.08822926,-0.203600454,-0.251980623
FALSE,High,Master Protein,-1.61219E+18,1772,NP_001407.1,EIF4A1#1973#eukaryotic initiation factor 4A-I isoform 1 [Homo sapiens],0,272.916,0,75,25,631,2,14,1,406,46.1,5.48,3470,917.27,75,71,310,321,25,23,13,10059.6,13108.1,10820.3,9799.1,12680.6,10616,8420.6,10990.9,9192.7,8434.4,11016.8,9045.3,9510.601349,11845.73415,10107.30228,9608.58187,11688.21808,10083.31807,8414.318274,10300.26239,8499.252217,8434.4,10289.39461,8528.801887,10460.03934,0.977843082,9071.277627,0.20436015,9084.198834,0.205033946,10487.87926,1.00266155,1.156163408,1.154518902,0.003834704,0.209345318,0.207291793
FALSE,High,Master Protein,-7.56179E+18,376,NP_001290043.1,TUBA1C#84790#tubulin alpha-1C chain isoform a [Homo sapiens],0,271.844,0,64,26,1251,0,3,1,519,57.7,5.07,10671,2135.43,64,64,572,679,26,26,26,24867.1,28731.6,26574.4,17933.4,19945.6,18996.7,16904.1,18699.6,17873.9,19323.6,22242.6,20710.6,23509.98795,25964.62457,24823.29451,17584.73147,18384.66023,18043.4974,16891.48963,17524.5691,16525.58924,19323.6,20773.9896,19527.99845,18004.29636,0.006320951,16980.54932,0.003362514,19875.19602,0.007108748,24765.96901,1.375558839,1.458490449,1.246074202,0.460017852,0.544475939,0.317389981
FALSE,High,Master Protein,6.94235E+18,3826,NP_005989.3,CCT3#7203#T-complex protein 1 subunit gamma isoform a [Homo sapiens],0,267.93,0,70,34,371,2,34,1,545,60.5,6.49,2191,591.58,70,61,188,183,34,28,0,7371.3,7115.1,9402.9,7387.9,6986.2,9177.7,6955.4,6564.8,8491.9,6510,6049,7757.3,6969.014248,6429.885572,8783.30107,7244.261412,6439.460998,8717.188042,6950.211306,6152.286212,7851.316795,6510,5649.603153,7314.348323,7466.970151,0.944024596,6984.604771,0.663428906,6491.317159,0.360155955,7394.066963,0.990236577,1.058623531,1.139070359,-0.014154855,0.082189627,0.187856863
FALSE,High,Master Protein,-1.92667E+18,1695,NP_001095868.1,HNRNPR#10236#heterogeneous nuclear ribonucleoprotein R isoform 1 [Homo sapiens],0,265.54,0,48,28,833,0,1,1,636,71.2,8.13,4395,1325.2,48,46,364,469,27,26,0,124.8,27.9,111.3,133.3,34.6,103.1,131.9,29.6,109.4,141.8,23.7,111.7,117.9890899,25.21311119,103.9659476,130.7083266,31.892209,97.92672315,131.8016033,27.74001826,101.1474531,141.8,22.13516197,105.3217882,86.84241959,0.918672022,86.89635822,0.920245062,89.75231672,0.880087567,82.3893829,0.948722793,0.948133899,0.917963858,-0.075941486,-0.076837279,-0.123490742
FALSE,High,Master Protein,7.37995E+18,3939,NP_036205.1,CCT5#22948#T-complex protein 1 subunit epsilon isoform a [Homo sapiens],0,265.079,0,76,33,482,0,32,1,541,59.6,5.66,2440,780.75,73,71,237,245,32,28,1,6895.6,8745.2,9390.7,7051.1,8789.2,9421.4,6501.8,8184.2,8547.8,5955.1,7656,8340.6,6519.275385,7903,8771.904982,6914.009616,8101.358479,8948.65984,6496.94969,7669.927617,7903,5955.1,7150.49789,7864.341152,7988.009312,0.785772263,7356.625769,0.662340384,6989.979681,0.438673937,7731.393456,0.967874868,1.050942878,1.106068087,-0.047107555,0.071684256,0.145440198
FALSE,High,Master Protein,-9.14263E+18,22,NP_001129172.1,YWHAZ#7534#14-3-3 protein zeta/delta [Homo sapiens],0,265.001,0,73,20,1304,16,16,1,245,27.7,4.79,7268,2102.56,73,73,588,716,20,20,0,21582.9,22490.9,21121.5,21356.9,22412.9,20625.4,19805.4,20753.1,19158.8,19737.6,20609.3,19166.9,20405.02186,20324.93056,19729.71036,20941.67037,20658.86969,19590.47367,19790.62527,19449.03287,17713.5633,19737.6,19248.53137,18072.44568,20397.00458,0.635185945,18984.40715,0.20374904,19019.52568,0.135072717,20153.22092,0.988048066,1.061567041,1.059606914,-0.017346868,0.086195485,0.083529163
FALSE,High,Master Protein,-3.95957E+18,1215,NP_110379.2,TCP1#6950#T-complex protein 1 subunit alpha isoform a [Homo sapiens],0,264.838,0,71,29,556,10,29,1,556,60.3,6.11,3488,899.99,71,71,263,293,29,29,0,8081.6,7059.2,7210.7,7924.9,6930.8,7293.4,7549.2,6601,6730.6,7096.4,6182.4,6350.1,7640.549909,6379.36898,6735.554884,7770.820837,6388.396594,6927.437077,7543.568334,6186.211505,6222.879782,7096.4,5774.195162,5987.501229,7028.884836,0.850817514,6650.88654,0.670883678,6286.03213,0.319113053,6918.491258,0.984294297,1.040235947,1.10061341,-0.022838359,0.056910798,0.138307812
FALSE,High,Master Protein,-2.26299E+18,1626,NP_005909.2,"MDH2#4191#malate dehydrogenase, mitochondrial isoform 1 precursor [Homo sapiens]",0,262.31,0,78,20,762,0,20,1,338,35.5,8.68,6628,1372.6,78,78,357,405,20,20,0,14605.1,12634.2,14261.2,15296.3,13158,14800,16765.1,14635.9,16613.9,17525.6,14917.1,16844.8,13808.0325,11417.47274,13321.46606,14998.90305,12128.25682,14057.37636,16752.59332,13716.22072,15360.63685,17525.6,13932.16981,15882.94054,13728.17874,0.475815057,15276.48363,0.102812077,15780.23678,0.089669809,12848.99043,0.935957396,0.841096076,0.814245731,-0.095485233,-0.24965749,-0.296463844
FALSE,High,Master Protein,-4.69022E+17,2032,NP_057535.1,COPB1#1315#coatomer subunit beta [Homo sapiens],0,261.148,0,46,33,315,33,33,1,953,107.1,6.05,1393,497.19,46,42,158,157,33,30,0,4121.7,4053.6,4391.5,3993.7,3925.5,4232.3,3761.5,3723.4,4027.1,3689.2,3613.8,4066.9,3896.759869,3663.221058,4102.12452,3916.052843,3618.290938,4019.934727,3758.69394,3489.431892,3723.317263,3689.2,3375.191912,3834.674847,3851.426169,0.84717249,3657.147698,0.215505807,3633.022253,0.24279469,3887.368483,1.009332209,1.062950912,1.070009544,0.013401097,0.088074974,0.097623664
FALSE,High,Master Protein,3.40696E+18,2971,XP_011526432.1,PRKCSH#5589#glucosidase 2 subunit beta isoform X1 [Homo sapiens],0,255.909,0,51,25,666,1,25,1,535,60.2,4.41,2794,878.45,51,50,303,363,24,21,0,19613.1,20010.4,14995.9,21168.3,20974.6,15856.9,23855.2,24063.3,17979.1,22586.4,22748,17051.4,18542.7229,18083.31327,14007.75341,20756.73721,19333.13084,15061.244,23837.40414,22551.2291,16622.85352,22586.4,21246.01959,16077.74341,18383.70402,0.538818007,21003.82892,0.205784862,19970.05434,0.281919221,16877.92986,0.918091906,0.803564432,0.84516194,-0.123289512,-0.315514387,-0.242700295
FALSE,High,Master Protein,-7.57518E+18,371,NP_002620.1,PGAM1#5223#phosphoglycerate mutase 1 isoform 1 [Homo sapiens],0,255.741,0,81,20,512,5,14,1,254,28.8,7.18,2100,887.95,81,81,235,277,20,18,8,7371.4,7171.1,7705,6848.9,6570.3,7144.8,6772.6,6495.7,6912.2,6870.9,6627.7,7115.1,6969.10879,6480.492533,7197.283257,6715.740871,6056.109272,6786.29342,6767.547674,6087.528264,6390.780856,6870.9,6190.093374,6708.818758,6519.381188,0.313014797,6415.285598,0.181499052,6589.937377,0.377396168,6882.29486,1.05566689,1.072796332,1.044364228,0.078154671,0.10137621,0.062624948
FALSE,High,Master Protein,-3.28354E+18,1363,NP_036565.2,SF3B1#23451#splicing factor 3B subunit 1 isoform 1 [Homo sapiens],0,255.664,0,36,33,368,29,33,1,1304,145.7,7.09,1499,543.51,34,35,175,193,31,31,0,6191.4,4535.5,4681.6,5983.9,4510.1,4627.8,6320,4800.7,4880.9,6454.6,4812.4,5008.4,5853.506819,4098.712036,4373.10854,5867.558557,4157.140226,4395.589616,6315.285311,4499.037354,4512.711189,6454.6,4494.652044,4722.414002,4806.7628,0.968921487,5109.011285,0.702506336,5223.888682,0.615638302,4775.109132,0.993414764,0.934644467,0.914090905,-0.009531907,-0.097510417,-0.129590449
FALSE,High,Master Protein,-2.65187E+18,1525,NP_064502.9,"LARS1#51520#leucine--tRNA ligase, cytoplasmic isoform 1 [Homo sapiens]",0,253.97,0,34,33,388,0,33,1,1176,134.4,7.3,2891,631.67,32,34,185,203,32,32,0,7086.9,6035.7,5581.3,7008.9,6066.5,5516.7,6828.8,5937.1,5334,6711.9,5653,5253.3,6700.135264,5454.436388,5213.523302,6872.630085,5591.736587,5239.887038,6823.705749,5564.029136,4931.631765,6711.9,5279.749814,4953.329901,5901.417904,0.876611516,5773.122217,0.983167549,5648.326572,0.852426341,5789.364985,0.981012543,1.002813515,1.024969947,-0.027656512,0.004053345,0.035581609
FALSE,High,Master Protein,6.71349E+18,3784,XP_011543629.1,SERPINH1#871#serpin H1 isoform X1 [Homo sapiens],0,251.047,0,56,21,381,21,21,1,418,46.4,8.69,2136,693.04,56,52,184,197,21,18,0,7308.5,6203.7,6384,7204.7,6246.4,6137.3,7736.2,6782.5,6652.1,7640.1,6524.2,6546.5,6909.641533,5606.257273,5963.329827,7064.623261,5757.557639,5829.347022,7730.428833,6356.306549,6150.301399,7640.1,6093.42716,6172.68654,6217.175974,0.92533977,6745.678927,0.407920312,6635.404567,0.498353742,6159.742877,0.990762189,0.913139054,0.928314591,-0.013389284,-0.131093522,-0.1073143
FALSE,High,Master Protein,8.95622E+18,4305,NP_001171725.1,ESYT1#23344#extended synaptotagmin-1 isoform 1 [Homo sapiens],0,250.916,0,44,31,296,0,31,1,1114,123.9,5.78,1935,524.57,41,37,148,148,29,26,0,3155.5,4189.1,4631.5,2986.3,3905.6,4432.2,3152.2,4075.6,4720,3283.9,4249.3,4860.4,2983.289848,3785.671831,4326.309852,2928.239128,3599.948309,4209.804291,3149.848475,3819.500623,4363.948618,3283.9,3968.731803,4582.86499,3579.330576,0.835607754,3777.765905,0.887238411,3945.165598,0.672171219,3698.423844,1.033272498,0.978997624,0.937457187,0.047220776,-0.030622737,-0.09317529
FALSE,High,Master Protein,-7.2246E+18,438,NP_006421.2,CCT4#10575#T-complex protein 1 subunit delta isoform a [Homo sapiens],0,250.018,0,63,28,393,2,27,1,539,57.9,7.83,2610,661.72,63,59,188,205,28,27,0,5979.3,6794,6562,5743.1,6581.3,6212.5,5332.4,5990.5,5730.3,5042.1,5659.1,5416.1,5652.982092,6139.708869,6129.600615,5631.440289,6066.248414,5900.773691,5328.422056,5614.073628,5298.037027,5042.1,5285.44705,5106.833815,5866.154132,0.627045743,5413.510904,0.051751724,5144.793621,0.021376104,5974.097192,1.018400993,1.103553183,1.161192777,0.026305731,0.142156159,0.215607503
FALSE,High,Master Protein,7.06121E+18,3857,NP_001145.1,ANXA5#308#annexin A5 [Homo sapiens],0,249.759,0,76,27,924,14,26,1,320,35.9,5.05,6745,1459.2,76,76,461,463,26,24,1,23955.6,20795.9,21835.5,23630.3,20679.2,21240.1,22169.4,19448.6,19935.2,21546.8,18688.6,19092,22648.2327,18793.16627,20396.66172,23170.87,19060.8488,20174.3297,22152.86174,18226.50403,18431.39587,21546.8,17454.64928,18001.82256,20802.01617,0.914746799,19603.58721,0.584517558,19001.09061,0.398127374,20612.6869,0.990898514,1.051475257,1.084815989,-0.013190789,0.072414901,0.117450347
FALSE,High,Master Protein,1.47364E+18,2515,NP_733765.1,ATP2A2#488#sarcoplasmic/endoplasmic reticulum calcium ATPase 2 isoform b [Homo sapiens],0,249.401,0,30,26,363,0,26,1,1042,114.7,5.34,2491,605.78,30,28,175,188,26,23,0,4755.8,4721.6,5216.9,4683.3,4558.3,5247.7,4789.3,4614.3,5452.1,4821.8,4683.3,5298.2,4496.254115,4266.889814,4873.13524,4592.245357,4201.568101,4984.384724,4785.727206,4324.350212,5040.822937,4821.8,4374.076119,4995.666054,4592.732727,0.877460784,4716.966785,0.566428409,4730.514058,0.509707811,4545.42639,0.989699741,0.963633326,0.960873667,-0.014937194,-0.053443807,-0.057581333
FALSE,High,Master Protein,6.18984E+18,3667,XP_005252022.1,HNRNPK#3190#heterogeneous nuclear ribonucleoprotein K isoform X3 [Homo sapiens],0,248.893,0,63,27,931,0,1,1,440,48.5,5.54,4608,1351.34,63,63,435,496,27,27,0,153.7,218.6,244.1,172.6,247.3,267.7,146.5,239.9,271.4,147.6,233,252.8,145.3118839,197.5478891,228.0151646,169.2442399,227.9463378,254.267544,146.3907117,224.8253507,250.9270456,147.6,217.6157273,238.3647991,217.1527072,0.483940423,207.381036,0.689856305,201.1935088,0.78067147,190.2916459,0.876303355,0.917594248,0.945814042,-0.190497713,-0.124071746,-0.080371533
FALSE,High,Master Protein,5.7786E+18,3564,NP_005959.2,HNRNPM#4670#heterogeneous nuclear ribonucleoprotein M isoform a [Homo sapiens],0,247.012,0,56,33,422,0,33,1,730,77.5,8.7,3048,547.19,56,54,221,201,33,30,0,9382,9918,11364.2,9891.6,10573.9,12059.8,9558,10189.6,11675.5,9869.5,10531.5,12186.8,8869.981099,8962.854366,10615.36228,9699.283447,9746.388115,11454.67212,9550.86978,9549.313854,10794.76316,9869.5,9836.137478,11490.91825,10300.11456,0.369620178,9964.982263,0.533389961,10398.85191,0.309284186,9482.732583,0.920643409,0.951605566,0.911901878,-0.119285627,-0.071564385,-0.133049499
FALSE,High,Master Protein,3.85102E+18,3078,NP_004035.2,ATIC#471#bifunctional purine biosynthesis protein PURH [Homo sapiens],0,246.432,0,61,28,334,0,28,1,592,64.6,6.71,1530,531.35,61,57,157,177,28,25,0,4300.3,4527,4674.6,4327.3,4656.6,4853.8,4077.5,4383.3,4419.6,3792.9,3955.8,4086.7,4065.612846,4091.030623,4366.569801,4243.166855,4292.175157,4610.249552,4074.458205,4107.86561,4086.209177,3792.9,3694.610705,3853.344242,4381.863855,0.241119678,4089.510997,0.471595061,3780.284982,0.037135745,4174.404423,0.95265498,1.020758821,1.104256542,-0.069974282,0.029642034,0.14307538
FALSE,High,Master Protein,-3.01348E+18,1433,NP_001302466.1,LDHB#3945#L-lactate dehydrogenase B chain isoform LDHBx [Homo sapiens],0,245.312,0,56,21,1008,0,19,1,341,37.4,6.25,6676,1726.47,56,56,478,530,21,18,0,17800.4,17700,18200.7,16566.6,16682.4,16745,15354.7,15448.6,15175.1,15151.4,15322.2,15257.8,16828.95028,15995.41463,17001.37487,16244.50535,15376.83779,15904.78156,15343.24547,14477.85291,14030.37218,15151.4,14310.52231,14386.56025,15842.04157,0.130947902,14617.15685,0.017259064,14616.16085,0.00876772,16608.57993,1.048386337,1.136238743,1.13631617,0.068170457,0.184266001,0.184364309
FALSE,High,Master Protein,5.18893E+18,3432,NP_001184222.1,DPYSL2#1808#dihydropyrimidinase-related protein 2 isoform 1 [Homo sapiens],0,244.341,0,56,26,508,0,26,1,677,73.5,6.35,2592,818.01,56,55,245,263,26,24,0,9617.2,9294.9,7918,8495.8,8365.2,7009.5,7724.1,7640.8,6697,8163.3,7936.5,6967,9092.345153,8399.761549,7396.247739,8330.621165,7710.540658,6657.782405,7718.33786,7160.673363,6191.814385,8163.3,7412.477339,6569.175456,7566.314742,0.351957148,7023.608536,0.128617583,7381.650932,0.246730878,8296.118147,1.096454275,1.181176044,1.123883834,0.132845649,0.240224002,0.168492924
FALSE,High,Master Protein,-6.97963E+18,505,XP_016883528.1,YWHAB#7529#14-3-3 protein beta/alpha isoform X1 [Homo sapiens],0,242.124,0,69,18,825,10,11,1,246,28.1,4.83,4167,1323.56,69,69,394,431,18,17,0,5645.6,5608.1,4737.8,5253.7,5336.3,4413.7,4801.6,5066.7,4163.5,5096,5272.8,4517.4,5337.493636,5068.016089,4425.605272,5151.555405,4918.681934,4192.23257,4798.01803,4748.322653,3849.427981,5096,4924.653249,4259.450725,4754.156636,0.657075612,4465.256222,0.309162064,4760.034658,0.647303654,4943.704999,1.039870029,1.107149233,1.038585925,0.05640322,0.146849696,0.054620579
FALSE,High,Master Protein,-1.5389E+18,1789,NP_005498.1,CFL1#1072#cofilin-1 [Homo sapiens],0,240.908,0,80,19,929,14,14,1,166,18.5,8.09,4573,1376.12,80,69,458,471,18,13,6,20049.9,24535.2,22095.3,20487.4,25034.8,22507.3,18823,22886.1,20513.3,17981.1,22218,19860.2,18955.68472,22172.35576,20639.34234,20089.07555,23075.58017,21377.94506,18808.95814,21448.00108,18965.88712,17981.1,20751.01386,18726.15737,21514.20026,0.506650572,19740.94878,0.538684877,19152.75708,0.313337989,20589.12761,0.957001764,1.042965454,1.074995497,-0.06340651,0.060691373,0.104330616
FALSE,High,Master Protein,-8.01291E+18,277,NP_006420.1,CCT7#10574#T-complex protein 1 subunit eta isoform a [Homo sapiens],0,237.581,0,69,31,343,2,31,1,543,59.3,7.65,1774,518.94,69,67,171,172,31,27,0,5071.6,5988.8,6082,5114.7,6138.2,6064.5,4776.7,5705.5,5612,4512.1,5397.3,5345,4794.819456,5412.053058,5681.229951,5015.2579,5657.825356,5760.199928,4773.136606,5346.982236,5188.660942,4512.1,5040.932898,5039.793715,5477.761061,0.632302222,5102.926595,0.575997711,4864.275537,0.253050376,5296.034155,0.966824601,1.037842512,1.088761135,-0.048673911,0.053587538,0.122687474
FALSE,High,Master Protein,6.23641E+17,2307,NP_036611.2,YWHAG#7532#14-3-3 protein gamma [Homo sapiens],0,237.533,0,67,19,850,13,13,1,247,28.3,4.89,4331,1262.49,67,63,392,458,19,17,5,10735.5,10298.8,6876.8,10407.2,10145.8,6584.7,9517,9350.9,5977.3,9418.4,9327.4,6156.9,10149.61438,9306.981704,6423.657042,10204.85894,9351.791159,6254.29771,9509.900365,8763.315431,5526.404677,9418.4,8711.540494,5805.333194,8603.64927,0.989483863,7933.206825,0.698269596,7978.424563,0.702507533,8626.751041,1.002685113,1.087422934,1.081259962,0.003868608,0.12091316,0.112713425
FALSE,High,Master Protein,8.92484E+18,4297,NP_001264153.1,TAGLN2#8407#transgelin-2 isoform a [Homo sapiens],0,237.212,0,76,15,511,0,14,1,220,24.4,8.25,2981,863.88,76,76,213,298,15,14,1,8519.1,9383.3,9980.5,8030,8769,9286,7908.9,8540.9,9020.7,7718.5,8372.3,8904.9,8054.173521,8479.648253,9322.840435,7873.87744,8082.739328,8820.053843,7903,8004.21358,8340.226971,7718.5,7819.502807,8396.418906,8258.890204,0.489412943,8082.480184,0.284706171,7978.140571,0.22708709,8618.887403,1.043589053,1.066366661,1.080312803,0.061553715,0.092703581,0.111449103
FALSE,High,Master Protein,-4.23459E+18,1155,NP_001091974.1,DDX17#10521#probable ATP-dependent RNA helicase DDX17 isoform 3 [Homo sapiens],0,236.832,0,44,32,532,0,24,1,731,80.4,8.37,3070,774.14,44,44,260,272,32,32,7,6837.8,7477,8431.4,7123.9,8030.6,8993.7,7119.4,7942.4,8638.3,6994.6,7993.4,8738.8,6464.629797,6756.93306,7875.817529,6985.394208,7402.126405,8542.42066,7114.088963,7443.321657,7986.673167,6994.6,7465.620407,8239.803427,7643.313758,0.389936289,7514.694596,0.400725317,7566.674611,0.397640958,7032.460129,0.920080001,0.935827802,0.929399041,-0.120168786,-0.095685005,-0.105629938
FALSE,High,Master Protein,-1.03708E+18,1902,XP_016865310.1,VDAC1#7416#voltage-dependent anion-selective channel protein 1 isoform X1 [Homo sapiens],0,236.551,0,87,21,1304,20,20,1,283,30.8,8.54,6564,1866.83,87,82,585,719,21,19,2,18712.8,17152.6,18286.1,19100,17853.4,19155,20731.8,19382.1,20862,20966.1,19804.7,21488,17691.55642,15500.73158,17081.14749,18728.64995,16456.1955,18193.85434,20716.33418,18164.1827,19288.28307,20966.1,18497.05663,20261.00792,17792.89993,0.335898015,19389.59998,0.056678081,19908.05485,0.033339657,16757.81183,0.941825779,0.864268053,0.841760381,-0.086467884,-0.210449261,-0.248518488
FALSE,High,Master Protein,6.10273E+18,3647,NP_003741.1,EIF3A#8661#eukaryotic translation initiation factor 3 subunit A [Homo sapiens],0,235.486,0,25,30,388,30,30,1,1382,166.5,6.79,2117,611.25,24,24,187,201,29,28,0,4593.5,5199.5,7224.9,4450.3,4949.2,7091.7,4130.6,4559.5,6550.1,4118.9,4548.4,6379.8,4342.811573,4698.766009,6748.819183,4363.775438,4561.876324,6735.857833,4127.518593,4272.993691,6055.99573,4118.9,4248.083151,6015.505321,5220.503198,0.969825054,4818.836005,0.672169683,4794.162824,0.654024571,5263.465588,1.00822955,1.092269084,1.097890452,0.011824143,0.127328312,0.134734108
FALSE,High,Master Protein,5.79025E+18,3568,XP_006713191.1,IMPDH2#3615#inosine-5'-monophosphate dehydrogenase 2 isoform X1 [Homo sapiens],0,235.375,0,52,26,309,0,23,1,608,66.1,8.5,1810,530.88,52,49,150,159,26,23,3,4222.2,5323,5616.8,4427.1,5775.8,6026.6,4137.4,5428,5687.9,3790.9,4901.6,5087,3991.775122,4810.372433,5246.684049,4341.026502,5323.786727,5724.201647,4134.31352,5086.919565,5258.835455,3790.9,4577.962443,4796.525842,5129.671625,0.463874326,4826.689513,0.791097083,4388.462762,0.572288755,4682.943868,0.912912991,0.970218585,1.067103476,-0.13145073,-0.04361828,0.09370008
FALSE,High,Master Protein,4.93605E+18,3365,NP_006383.2,NOP56#10528#nucleolar protein 56 [Homo sapiens],0,234.771,0,61,27,405,27,27,1,594,66,9.19,2557,655.71,61,54,206,199,27,24,0,6548,5965.5,5849,6897.9,6227.3,6225.6,7355.9,6824.4,6437.4,7109.4,6641.7,6452.3,6190.645516,5390.996947,5463.583358,6763.788193,5739.952403,5913.216369,7350.412535,6395.57367,5951.797211,7109.4,6203.168997,6083.865479,6138.985655,0.326233852,6565.927805,0.156629174,6465.478159,0.134007569,5681.74194,0.925518035,0.865337255,0.878781399,-0.111666992,-0.20866558,-0.186423762
FALSE,High,Master Protein,1.73479E+18,2589,NP_002878.2,"RARS1#5917#arginine--tRNA ligase, cytoplasmic [Homo sapiens]",0,232.408,0,48,32,369,32,32,1,660,75.3,6.68,1924,502.87,43,48,182,187,30,30,0,8565,8484.3,5988.2,8613.9,8433.8,6025.7,8251.1,7938.5,5693.1,7902.8,7614.5,5423.4,8097.568547,7667.225781,5593.61085,8446.425016,7773.772032,5723.346806,8244.944721,7439.666722,5263.643195,7902.8,7111.738008,5113.716975,7314.514618,0.870930942,6982.751546,0.913387709,6709.418328,0.736057054,7119.468393,0.973334358,1.019579223,1.061115591,-0.038992612,0.027973879,0.085581822
